true_class,pred_class,selected_expert,reason,Brute_Known_accept,DoS_Known_accept,Web_Infiltration_Known_accept,Brute_Known_margin,DoS_Known_margin,Web_Infiltration_Known_margin,Brute_Known_stability,DoS_Known_stability,Web_Infiltration_Known_stability
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-3.8516523838043213,2.552154541015625,0.6351824402809143,0.9564839601516724,0.9407246708869934
web-attack-brute-force,ssh-patator,Brute_Known,meta_router,True,False,True,2.736205816268921,-4.445561408996582,3.579895496368408,0.9982829093933105,0.8174117803573608,0.9533771276473999
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.9287467002868652,2.9692912101745605,0.7594386339187622,0.9554322957992554,0.9021556973457336
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-6.27126932144165,2.2634809017181396,0.6332091689109802,0.9338167905807495,0.9822345972061157
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.463258981704712,2.3473103046417236,0.6836180090904236,0.967862606048584,0.9185822606086731
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-3.9433107376098633,2.9524173736572266,0.7040202021598816,0.9273008108139038,0.9860212206840515
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-9.374951362609863,2.356405735015869,0.8495887517929077,0.8354583978652954,0.9565013647079468
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-6.261625289916992,2.3670716285705566,0.761792004108429,0.9492542147636414,0.9978507161140442
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.9506959915161133,2.234485626220703,0.761792004108429,0.9289951324462891,0.9904157519340515
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.5345993041992188,3.2916014194488525,0.7570853233337402,0.941667377948761,0.9397009015083313
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-6.27126932144165,2.6541359424591064,0.6007373929023743,0.9309148788452148,0.9294523000717163
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.212791442871094,-4.313217639923096,3.219139575958252,0.8240641355514526,0.9404352903366089,0.9488550424575806
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-4.336118698120117,2.1715946197509766,0.7787777185440063,0.8898583650588989,0.9955950975418091
web-attack-brute-force,dos-goldeneye,DoS_Known,meta_router,False,True,True,-17.147546768188477,1.8113971948623657,5.109359264373779,0.6688095331192017,0.8954275250434875,0.9646870493888855
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-9.25711727142334,2.37461256980896,0.7059934735298157,0.9103735089302063,0.9318699836730957
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-9.332509994506836,2.358569622039795,0.7099398970603943,0.8653784990310669,0.962359607219696
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-9.388853073120117,2.4190306663513184,0.6332091689109802,0.8282496333122253,0.8759456872940063
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-4.1549248695373535,3.8924975395202637,0.6351824402809143,0.9407024383544922,0.9569358825683594
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-6.261625289916992,2.184159278869629,0.7020469903945923,0.8941747546195984,0.9972688555717468
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-3.9989657402038574,3.290869951248169,0.6351823806762695,0.9424515962600708,0.9540561437606812
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-0.41790348291397095,-17.741479873657227,4.478374481201172,0.9882992506027222,0.5173441767692566,0.945595920085907
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.212791442871094,-6.6075263023376465,2.369166851043701,0.8655441403388977,0.9292681813240051,0.9682995080947876
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-3.427504777908325,-9.146145820617676,3.508965015411377,0.9901617169380188,0.7884156703948975,0.9677286148071289
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.9506959915161133,2.4756760597229004,0.7570853233337402,0.9035471081733704,0.938240647315979
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-6.256318092346191,2.0384914875030518,0.7594386339187622,0.952811062335968,0.9886928796768188
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,meta_router,False,True,True,-17.179508209228516,1.8113418817520142,5.253400802612305,0.7770639657974243,0.7829803228378296,0.9497572779655457
web-attack-brute-force,ssh-patator,Brute_Known,meta_router,True,False,True,2.516303300857544,-4.196171283721924,4.656635284423828,0.9931435585021973,0.7837703824043274,0.9151695370674133
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.212791442871094,-7.117974281311035,2.187389373779297,0.8217408061027527,0.9186774492263794,0.9874448776245117
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-6.621606826782227,2.621523380279541,0.707966685295105,0.948948085308075,0.9123889207839966
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.212791442871094,-6.621606826782227,2.1441664695739746,0.8217408061027527,0.9655123949050903,0.9703316688537598
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.9506959915161133,3.603105306625366,0.6812646985054016,0.9434709548950195,0.8963435292243958
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-6.167313098907471,2.441377878189087,0.7594386339187622,0.936522364616394,0.9966519474983215
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.9506959915161133,2.492611885070801,0.6077973246574402,0.9035471677780151,0.9680966138839722
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.5554299354553223,2.4456565380096436,0.6812646985054016,0.9392107725143433,0.9408338665962219
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-6.27126932144165,2.3478684425354004,0.6812646985054016,0.917190670967102,0.949795126914978
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.9506959915161133,3.403611183166504,0.6054440140724182,0.9289951324462891,0.9233464002609253
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.212791442871094,-6.615204334259033,2.3037467002868652,0.7790991067886353,0.93047696352005,0.9922381639480591
web-attack-brute-force,dos-goldeneye,DoS_Known,meta_router,False,True,True,-17.147546768188477,1.8113242387771606,5.128714084625244,0.5869475603103638,0.9986960291862488,0.9232915043830872
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-6.621606826782227,2.2183947563171387,0.776804506778717,0.915298581123352,0.9607158899307251
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-6.27126932144165,2.3891100883483887,0.6030907034873962,0.9323657751083374,0.9357288479804993
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-9.27568531036377,2.817537546157837,0.7570853233337402,0.8547508120536804,0.9983693957328796
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,meta_router,False,True,True,-15.866826057434082,2.436296224594116,4.777777671813965,0.8610645532608032,0.748698890209198,0.9056817889213562
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-0.637761652469635,-17.70198631286621,4.4827775955200195,0.9941595196723938,0.4646078050136566,0.9651482701301575
web-attack-brute-force,ssh-patator,Brute_Known,meta_router,True,False,True,2.516303300857544,-4.196171283721924,4.656635284423828,0.9999998807907104,0.9125383496284485,0.9549558758735657
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-3.5831446647644043,2.3615658283233643,0.7787777185440063,0.9117698669433594,0.9892457723617554
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-6.131870269775391,2.1480884552001953,0.6030907034873962,0.9370052218437195,0.9962657690048218
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-3.463258981704712,2.7883694171905518,0.7059934735298157,0.9288536906242371,0.9875842332839966
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.5345993041992188,2.776432991027832,0.5983840227127075,0.9538623094558716,0.971319317817688
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-9.333433151245117,2.3466718196868896,0.6812646985054016,0.8268013000488281,0.9543819427490234
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.9287467002868652,2.6275010108947754,0.6789113283157349,0.9581867456436157,0.946902871131897
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-9.27568531036377,2.4538614749908447,0.6836180090904236,0.8576236963272095,0.9320825338363647
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-9.374951362609863,2.747253179550171,0.7040202021598816,0.8354583978652954,0.8953587412834167
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,meta_router,False,True,True,-16.58720588684082,2.3921096324920654,4.656622409820557,0.8430742025375366,0.8009859919548035,0.9436162710189819
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-0.41790348291397095,-17.648386001586914,5.068554878234863,0.9882993698120117,0.5422929525375366,0.9855159521102905
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-3.9506959915161133,2.146840810775757,0.6292626857757568,0.8925749659538269,0.9905737042427063
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.5345993041992188,3.5139310359954834,0.6859713196754456,0.9538623094558716,0.9520660638809204
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-9.374951362609863,2.4967832565307617,0.7099398970603943,0.8530184626579285,0.9220939874649048
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-6.5125298500061035,2.1598358154296875,0.7807509899139404,0.9509350657463074,0.9929019212722778
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.463258981704712,2.2851638793945312,0.6789113283157349,0.9146873354911804,0.9751226305961609
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-6.147572040557861,2.3084769248962402,0.7099399566650391,0.9540178179740906,0.9873763918876648
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-3.9287467002868652,2.3195135593414307,0.7059934735298157,0.9694103002548218,0.9656359553337097
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-9.27568531036377,2.412001371383667,0.7594386339187622,0.8720785975456238,0.9465625882148743
web-attack-brute-force,ssh-patator,Brute_Known,meta_router,True,False,True,2.736205816268921,-4.445561408996582,3.671046257019043,0.9965658187866211,0.8238109350204468,0.922688364982605
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-4.315430641174316,2.0240638256073,0.7787777185440063,0.9200396537780762,0.996662437915802
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-6.176936149597168,2.140779495239258,0.707966685295105,0.9177085161209106,0.9894855618476868
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-6.621606826782227,2.3635101318359375,0.6332091689109802,0.948948085308075,0.9724128842353821
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-6.147572040557861,2.3548619747161865,0.6030907034873962,0.9175505638122559,0.9335460662841797
web-attack-brute-force,dos-goldeneye,DoS_Known,meta_router,False,True,True,-17.147546768188477,1.8026014566421509,5.325598239898682,0.671055257320404,0.8202846646308899,0.9531981348991394
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-3.7550947666168213,-17.398664474487305,4.328794479370117,0.9944132566452026,0.5367041826248169,0.9669092893600464
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-9.333433151245117,3.190477132797241,0.6812646985054016,0.828117847442627,0.9738289713859558
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-6.5109686851501465,2.4365897178649902,0.8495887517929077,0.9353729486465454,0.9790698289871216
web-attack-brute-force,dos-goldeneye,DoS_Known,meta_router,False,True,True,-15.866826057434082,2.3769540786743164,4.583568096160889,0.8612502217292786,0.9080703854560852,0.9827691316604614
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-6.147572040557861,2.5485546588897705,0.7099399566650391,0.933569610118866,0.943043053150177
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-0.41790348291397095,-17.648386001586914,4.8602824211120605,0.9882992506027222,0.48617658019065857,0.8975198864936829
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.212791442871094,-6.614120960235596,2.500995635986328,0.7352956533432007,0.9485174417495728,0.9689464569091797
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-9.474973678588867,2.7811074256896973,0.774831235408783,0.8076452016830444,0.9767465591430664
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.9506959915161133,2.1237666606903076,0.761792004108429,0.9180229902267456,0.9958402514457703
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-6.261625289916992,2.4356026649475098,0.7594386339187622,0.9299782514572144,0.9788005948066711
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-6.147572040557861,2.5103299617767334,0.761792004108429,0.9190269708633423,0.9852803945541382
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.212791442871094,-7.13226318359375,3.1288554668426514,0.822902500629425,0.9348512887954712,0.9875602722167969
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.9506959915161133,2.315372943878174,0.605444073677063,0.9289951324462891,0.9837387204170227
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.212791442871094,-6.614120960235596,2.6261744499206543,0.9081859588623047,0.9477318525314331,0.9800145030021667
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.9287467002868652,2.900542736053467,0.8423193097114563,0.9302307367324829,0.9691215753555298
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-6.192370414733887,2.234806537628174,0.6312359571456909,0.8998799324035645,0.9767414331436157
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-6.147572040557861,2.2252464294433594,0.6007373929023743,0.9015315175056458,0.9813195466995239
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-3.8984928131103516,2.9375689029693604,0.7040202021598816,0.9177548289299011,0.969390869140625
web-attack-brute-force,dos-goldeneye,DoS_Known,meta_router,False,True,True,-17.006935119628906,1.8049402236938477,5.711780548095703,0.7976001501083374,0.8472028970718384,0.9346053004264832
web-attack-brute-force,ssh-patator,Brute_Known,meta_router,True,False,True,2.516303300857544,-4.196171283721924,4.656635284423828,0.9982858896255493,0.8626364469528198,0.9151694178581238
web-attack-brute-force,web-attack-xss,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-6.261625289916992,2.2142045497894287,0.6859713792800903,0.9299782514572144,0.9931011199951172
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.9266364574432373,2.6075541973114014,0.6789113283157349,0.8940156698226929,0.9558899998664856
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.197946548461914,-3.9287467002868652,2.1961677074432373,0.6859713792800903,0.9190071821212769,0.9775926470756531
web-attack-brute-force,web-attack-brute-force,Web_Infiltration_Known,only_accept,False,False,True,-17.136436462402344,-9.30331039428711,2.3937368392944336,0.8476155400276184,0.8626493215560913,0.9434364438056946
