split,energy
cifar10_train_id,4.0220337
cifar10_train_id,2.548831
cifar10_train_id,3.8992753
cifar10_train_id,2.6130936
cifar10_train_id,2.6944098
cifar10_train_id,2.841949
cifar10_train_id,2.5121913
cifar10_train_id,2.792365
cifar10_train_id,3.5708182
cifar10_train_id,3.0820112
cifar10_train_id,4.129198
cifar10_train_id,2.5877552
cifar10_train_id,2.431888
cifar10_train_id,3.121873
cifar10_train_id,3.1854773
cifar10_train_id,4.611289
cifar10_train_id,2.7876482
cifar10_train_id,2.8013291
cifar10_train_id,3.252528
cifar10_train_id,2.5937788
cifar10_train_id,2.5136201
cifar10_train_id,2.4861786
cifar10_train_id,3.194531
cifar10_train_id,2.7753773
cifar10_train_id,2.59685
cifar10_train_id,3.87321
cifar10_train_id,3.3733873
cifar10_train_id,2.658399
cifar10_train_id,2.63801
cifar10_train_id,2.479231
cifar10_train_id,2.718526
cifar10_train_id,2.4549484
cifar10_train_id,3.5847
cifar10_train_id,2.5554185
cifar10_train_id,2.4498072
cifar10_train_id,3.280714
cifar10_train_id,3.522387
cifar10_train_id,2.6988301
cifar10_train_id,2.92381
cifar10_train_id,2.4791315
cifar10_train_id,2.432713
cifar10_train_id,2.5155187
cifar10_train_id,2.7425303
cifar10_train_id,3.9926975
cifar10_train_id,2.8899975
cifar10_train_id,2.840532
cifar10_train_id,2.544154
cifar10_train_id,3.6682878
cifar10_train_id,3.1104412
cifar10_train_id,2.6894193
cifar10_train_id,4.2411785
cifar10_train_id,3.046549
cifar10_train_id,3.020915
cifar10_train_id,3.9460373
cifar10_train_id,2.6579707
cifar10_train_id,2.3738205
cifar10_train_id,2.782349
cifar10_train_id,2.6757574
cifar10_train_id,3.7074976
cifar10_train_id,3.9159093
cifar10_train_id,3.2475257
cifar10_train_id,3.2732449
cifar10_train_id,2.5474064
cifar10_train_id,2.5884094
cifar10_train_id,3.5348425
cifar10_train_id,3.673746
cifar10_train_id,3.0061727
cifar10_train_id,2.7864714
cifar10_train_id,3.5244308
cifar10_train_id,3.8067966
cifar10_train_id,2.7882798
cifar10_train_id,3.4897346
cifar10_train_id,2.7046597
cifar10_train_id,3.4815848
cifar10_train_id,4.01678
cifar10_train_id,5.0295978
cifar10_train_id,2.851294
cifar10_train_id,3.4126632
cifar10_train_id,2.859657
cifar10_train_id,2.64747
cifar10_train_id,2.460267
cifar10_train_id,2.9488137
cifar10_train_id,2.4028063
cifar10_train_id,2.6807506
cifar10_train_id,3.0809422
cifar10_train_id,3.8752878
cifar10_train_id,2.3737764
cifar10_train_id,3.4081566
cifar10_train_id,2.658949
cifar10_train_id,2.6621413
cifar10_train_id,2.6139877
cifar10_train_id,2.8598955
cifar10_train_id,3.6864338
cifar10_train_id,5.0926886
cifar10_train_id,2.5251548
cifar10_train_id,2.461183
cifar10_train_id,3.3120863
cifar10_train_id,3.1906788
cifar10_train_id,2.4112735
cifar10_train_id,2.785469
cifar10_train_id,2.479076
cifar10_train_id,3.3906326
cifar10_train_id,3.1406503
cifar10_train_id,2.4658015
cifar10_train_id,2.6259642
cifar10_train_id,3.2436118
cifar10_train_id,2.4180474
cifar10_train_id,3.3201141
cifar10_train_id,3.106917
cifar10_train_id,3.4824061
cifar10_train_id,3.0306191
cifar10_train_id,2.6718404
cifar10_train_id,2.5894585
cifar10_train_id,2.5241907
cifar10_train_id,3.238741
cifar10_train_id,2.4195285
cifar10_train_id,3.0740447
cifar10_train_id,2.5990262
cifar10_train_id,2.9126754
cifar10_train_id,2.4528837
cifar10_train_id,3.0159268
cifar10_train_id,3.1256027
cifar10_train_id,2.6854205
cifar10_train_id,4.3264513
cifar10_train_id,2.8821535
cifar10_train_id,2.5662694
cifar10_train_id,3.1395953
cifar10_train_id,3.0299191
cifar10_train_id,2.372717
cifar10_train_id,3.1602457
cifar10_train_id,3.654396
cifar10_train_id,4.0908113
cifar10_train_id,4.0175447
cifar10_train_id,2.386426
cifar10_train_id,3.2820446
cifar10_train_id,3.650497
cifar10_train_id,2.887035
cifar10_train_id,3.135685
cifar10_train_id,2.6506624
cifar10_train_id,2.6977026
cifar10_train_id,3.4878469
cifar10_train_id,2.576829
cifar10_train_id,2.7041788
cifar10_train_id,3.3960128
cifar10_train_id,2.5764847
cifar10_train_id,3.3556893
cifar10_train_id,4.3754053
cifar10_train_id,2.8076668
cifar10_train_id,3.457013
cifar10_train_id,2.452757
cifar10_train_id,3.3206718
cifar10_train_id,3.1007082
cifar10_train_id,3.3436947
cifar10_train_id,2.61131
cifar10_train_id,3.0139418
cifar10_train_id,2.6892009
cifar10_train_id,4.1059103
cifar10_train_id,3.6241908
cifar10_train_id,3.788097
cifar10_train_id,3.5909534
cifar10_train_id,3.161379
cifar10_train_id,4.2300196
cifar10_train_id,2.6823213
cifar10_train_id,4.833781
cifar10_train_id,2.979306
cifar10_train_id,2.9925113
cifar10_train_id,2.553397
cifar10_train_id,2.8275495
cifar10_train_id,2.4737666
cifar10_train_id,3.8516417
cifar10_train_id,2.9893467
cifar10_train_id,2.5666313
cifar10_train_id,3.5953028
cifar10_train_id,2.471407
cifar10_train_id,3.5805345
cifar10_train_id,2.556955
cifar10_train_id,2.5036983
cifar10_train_id,2.5087054
cifar10_train_id,2.380342
cifar10_train_id,3.074174
cifar10_train_id,2.4793239
cifar10_train_id,3.0398211
cifar10_train_id,2.5398545
cifar10_train_id,3.2950616
cifar10_train_id,3.9260244
cifar10_train_id,2.5112958
cifar10_train_id,2.6485472
cifar10_train_id,5.523177
cifar10_train_id,2.5093753
cifar10_train_id,2.5640159
cifar10_train_id,2.3715243
cifar10_train_id,3.0222857
cifar10_train_id,2.8576205
cifar10_train_id,3.8682737
cifar10_train_id,4.12187
cifar10_train_id,2.9327059
cifar10_train_id,3.4938474
cifar10_train_id,5.6865835
cifar10_train_id,2.4908953
cifar10_train_id,2.514092
cifar10_train_id,2.5698142
cifar10_train_id,2.7643757
cifar10_train_id,2.7817674
cifar10_train_id,3.0506864
cifar10_train_id,3.4553556
cifar10_train_id,2.5351543
cifar10_train_id,2.473942
cifar10_train_id,3.68183
cifar10_train_id,3.266272
cifar10_train_id,3.7326353
cifar10_train_id,2.5075479
cifar10_train_id,3.5375066
cifar10_train_id,2.4384944
cifar10_train_id,2.6818104
cifar10_train_id,4.0396566
cifar10_train_id,2.888942
cifar10_train_id,3.535993
cifar10_train_id,3.079548
cifar10_train_id,3.4143465
cifar10_train_id,2.5389419
cifar10_train_id,3.8875725
cifar10_train_id,2.598224
cifar10_train_id,3.095221
cifar10_train_id,2.4549537
cifar10_train_id,2.994535
cifar10_train_id,2.4253807
cifar10_train_id,3.019943
cifar10_train_id,2.8754473
cifar10_train_id,6.6191244
cifar10_train_id,2.8150468
cifar10_train_id,4.219209
cifar10_train_id,2.7236328
cifar10_train_id,5.4327464
cifar10_train_id,3.2633567
cifar10_train_id,3.4235845
cifar10_train_id,2.7208114
cifar10_train_id,2.8396373
cifar10_train_id,2.441514
cifar10_train_id,3.3894434
cifar10_train_id,3.3845792
cifar10_train_id,4.469738
cifar10_train_id,3.025748
cifar10_train_id,3.6244016
cifar10_train_id,2.43496
cifar10_train_id,2.49462
cifar10_train_id,3.4956312
cifar10_train_id,3.9258413
cifar10_train_id,4.5194526
cifar10_train_id,2.9704401
cifar10_train_id,5.2383122
cifar10_train_id,2.4893239
cifar10_train_id,2.5086675
cifar10_train_id,3.4108095
cifar10_train_id,2.4922094
cifar10_train_id,4.902656
cifar10_train_id,2.8835309
cifar10_train_id,2.5160556
cifar10_train_id,3.404701
cifar10_train_id,4.1520767
cifar10_train_id,2.8791394
cifar10_train_id,2.6124518
cifar10_train_id,2.9543293
cifar10_train_id,2.8163667
cifar10_train_id,3.7902284
cifar10_train_id,3.081438
cifar10_train_id,4.143217
cifar10_train_id,2.7705448
cifar10_train_id,2.5247946
cifar10_train_id,2.6599708
cifar10_train_id,2.5119226
cifar10_train_id,3.360143
cifar10_train_id,2.68466
cifar10_train_id,3.0715637
cifar10_train_id,2.4339232
cifar10_train_id,3.0268457
cifar10_train_id,2.3660836
cifar10_train_id,3.2113667
cifar10_train_id,2.516881
cifar10_train_id,2.4631548
cifar10_train_id,2.7631724
cifar10_train_id,2.9235153
cifar10_train_id,3.0951457
cifar10_train_id,2.4884644
cifar10_train_id,2.5309763
cifar10_train_id,3.169083
cifar10_train_id,2.4424815
cifar10_train_id,2.9576807
cifar10_train_id,3.2909055
cifar10_train_id,2.61882
cifar10_train_id,2.4938617
cifar10_train_id,2.9764032
cifar10_train_id,3.054574
cifar10_train_id,2.7958117
cifar10_train_id,2.7563934
cifar10_train_id,2.5364132
cifar10_train_id,3.783147
cifar10_train_id,3.3992558
cifar10_train_id,3.0858169
cifar10_train_id,2.603208
cifar10_train_id,5.256119
cifar10_train_id,2.5799093
cifar10_train_id,2.7982259
cifar10_train_id,2.8924818
cifar10_train_id,2.3166122
cifar10_train_id,4.343854
cifar10_train_id,2.8814006
cifar10_train_id,2.6203415
cifar10_train_id,3.9958622
cifar10_train_id,2.594018
cifar10_train_id,3.0155
cifar10_train_id,2.527284
cifar10_train_id,2.7465093
cifar10_train_id,4.5034075
cifar10_train_id,2.520907
cifar10_train_id,2.5266893
cifar10_train_id,3.6137953
cifar10_train_id,4.533117
cifar10_train_id,2.3388844
cifar10_train_id,2.5512803
cifar10_train_id,2.8749762
cifar10_train_id,3.3998075
cifar10_train_id,3.0739074
cifar10_train_id,4.8719635
cifar10_train_id,2.645543
cifar10_train_id,2.459467
cifar10_train_id,2.432335
cifar10_train_id,2.4477055
cifar10_train_id,2.6333885
cifar10_train_id,2.60224
cifar10_train_id,4.9291754
cifar10_train_id,4.288904
cifar10_train_id,2.9711325
cifar10_train_id,3.0359454
cifar10_train_id,3.387881
cifar10_train_id,2.732794
cifar10_train_id,3.205128
cifar10_train_id,3.4242015
cifar10_train_id,2.5291386
cifar10_train_id,2.931074
cifar10_train_id,3.155986
cifar10_train_id,3.7718263
cifar10_train_id,2.9854152
cifar10_train_id,4.6860065
cifar10_train_id,2.5211096
cifar10_train_id,3.2672334
cifar10_train_id,2.5925074
cifar10_train_id,3.3225677
cifar10_train_id,2.4107146
cifar10_train_id,2.5764174
cifar10_train_id,3.4616005
cifar10_train_id,2.489776
cifar10_train_id,2.7388532
cifar10_train_id,3.1946325
cifar10_train_id,3.6851294
cifar10_train_id,3.2298398
cifar10_train_id,2.8664641
cifar10_train_id,3.192271
cifar10_train_id,3.6023397
cifar10_train_id,2.6975737
cifar10_train_id,5.0192175
cifar10_train_id,2.792634
cifar10_train_id,2.431696
cifar10_train_id,2.4106438
cifar10_train_id,3.4844258
cifar10_train_id,2.5662098
cifar10_train_id,3.3079903
cifar10_train_id,2.6495392
cifar10_train_id,2.455696
cifar10_train_id,3.3783753
cifar10_train_id,3.7057714
cifar10_train_id,2.8501353
cifar10_train_id,3.5800896
cifar10_train_id,3.1170268
cifar10_train_id,3.4007893
cifar10_train_id,2.6150012
cifar10_train_id,2.4468865
cifar10_train_id,3.5918522
cifar10_train_id,2.8323417
cifar10_train_id,5.160681
cifar10_train_id,2.4891346
cifar10_train_id,5.307337
cifar10_train_id,3.0836887
cifar10_train_id,3.0539746
cifar10_train_id,3.2340229
cifar10_train_id,3.0903964
cifar10_train_id,3.3244834
cifar10_train_id,3.3993099
cifar10_train_id,3.429917
cifar10_train_id,2.9549828
cifar10_train_id,2.7158833
cifar10_train_id,3.8435426
cifar10_train_id,2.4258177
cifar10_train_id,2.8795688
cifar10_train_id,2.906794
cifar10_train_id,3.0886712
cifar10_train_id,2.7126207
cifar10_train_id,3.0523367
cifar10_train_id,3.3954334
cifar10_train_id,2.7158837
cifar10_train_id,4.342944
cifar10_train_id,2.6556444
cifar10_train_id,4.2365055
cifar10_train_id,2.404609
cifar10_train_id,3.1711369
cifar10_train_id,3.5026221
cifar10_train_id,2.7001112
cifar10_train_id,2.6665452
cifar10_train_id,2.8032413
cifar10_train_id,3.1216702
cifar10_train_id,2.521223
cifar10_train_id,3.267248
cifar10_train_id,3.5629277
cifar10_train_id,3.1668935
cifar10_train_id,2.8764367
cifar10_train_id,4.082451
cifar10_train_id,2.6701622
cifar10_train_id,2.7236016
cifar10_train_id,2.5148659
cifar10_train_id,2.835391
cifar10_train_id,3.0277576
cifar10_train_id,3.1097221
cifar10_train_id,3.2874405
cifar10_train_id,3.1862977
cifar10_train_id,2.5426135
cifar10_train_id,3.8194568
cifar10_train_id,2.5023065
cifar10_train_id,2.5111408
cifar10_train_id,2.4520407
cifar10_train_id,2.604464
cifar10_train_id,2.5894537
cifar10_train_id,2.652072
cifar10_train_id,2.803003
cifar10_train_id,2.4698253
cifar10_train_id,2.8116517
cifar10_train_id,2.5506878
cifar10_train_id,2.4815784
cifar10_train_id,2.6076818
cifar10_train_id,2.4408183
cifar10_train_id,3.7081933
cifar10_train_id,3.1260161
cifar10_train_id,4.090173
cifar10_train_id,2.5518284
cifar10_train_id,2.5367444
cifar10_train_id,2.7951756
cifar10_train_id,3.488131
cifar10_train_id,3.6959066
cifar10_train_id,2.5420809
cifar10_train_id,3.3610313
cifar10_train_id,2.6694956
cifar10_train_id,2.4561212
cifar10_train_id,2.9450579
cifar10_train_id,3.584077
cifar10_train_id,3.6118977
cifar10_train_id,4.317315
cifar10_train_id,3.94302
cifar10_train_id,3.4355419
cifar10_train_id,2.9798937
cifar10_train_id,2.5402424
cifar10_train_id,2.6290493
cifar10_train_id,3.1866217
cifar10_train_id,2.7813995
cifar10_train_id,3.7310424
cifar10_train_id,2.8397207
cifar10_train_id,2.4920511
cifar10_train_id,2.7254758
cifar10_train_id,2.6406183
cifar10_train_id,2.8654695
cifar10_train_id,2.6852193
cifar10_train_id,4.4253807
cifar10_train_id,3.1797519
cifar10_train_id,2.8919091
cifar10_train_id,2.8010983
cifar10_train_id,2.9426045
cifar10_train_id,3.867986
cifar10_train_id,3.7375667
cifar10_train_id,3.020465
cifar10_train_id,3.1667347
cifar10_train_id,2.5144446
cifar10_train_id,2.7135048
cifar10_train_id,3.0882769
cifar10_train_id,2.8215427
cifar10_train_id,3.5916972
cifar10_train_id,2.6903617
cifar10_train_id,4.156977
cifar10_train_id,4.6816673
cifar10_train_id,2.9467487
cifar10_train_id,2.6684456
cifar10_train_id,2.8597927
cifar10_train_id,2.7710633
cifar10_train_id,2.757546
cifar10_train_id,2.4243965
cifar10_train_id,2.4390922
cifar10_train_id,2.8179402
cifar10_train_id,2.5366006
cifar10_train_id,2.7912507
cifar10_train_id,2.5036697
cifar10_train_id,2.8761039
cifar10_train_id,5.729048
cifar10_train_id,3.891983
cifar10_train_id,3.9752805
cifar10_train_id,2.5000577
cifar10_train_id,3.0065036
cifar10_train_id,2.630811
cifar10_train_id,3.0224576
cifar10_train_id,2.5361648
cifar10_train_id,2.6173434
cifar10_train_id,3.2457197
cifar10_train_id,4.165676
cifar10_train_id,3.0024996
cifar10_train_id,2.7665453
cifar10_train_id,2.5137281
cifar10_train_id,2.878024
cifar10_train_id,4.285206
cifar10_train_id,2.6521134
cifar10_train_id,2.702529
cifar10_train_id,3.390077
cifar10_train_id,3.4504433
cifar10_train_id,3.603391
cifar10_train_id,3.7865963
cifar10_train_id,2.618791
cifar10_train_id,4.0032587
cifar10_train_id,2.6221986
cifar10_train_id,3.2696612
cifar10_train_id,4.259928
cifar10_train_id,2.4076862
cifar10_train_id,2.6675735
cifar10_train_id,2.5719867
cifar10_train_id,3.3388047
cifar10_train_id,2.8049128
cifar10_train_id,2.6185975
cifar10_train_id,3.7617602
cifar10_train_id,3.211248
cifar10_train_id,3.5335147
cifar10_train_id,4.1520295
cifar10_train_id,2.6149864
cifar10_train_id,2.5194967
cifar10_train_id,4.059883
cifar10_train_id,2.411192
cifar10_train_id,3.282618
cifar10_train_id,3.6159306
cifar10_train_id,4.2875857
cifar10_train_id,3.3966775
cifar10_train_id,4.3031526
cifar10_train_id,4.9051127
cifar10_train_id,3.2465196
cifar10_train_id,2.4399629
cifar10_train_id,2.8197148
cifar10_train_id,3.4705286
cifar10_train_id,2.8869104
cifar10_train_id,4.2692614
cifar10_train_id,4.7416677
cifar10_train_id,4.679451
cifar10_train_id,4.6869636
cifar10_train_id,3.535166
cifar10_train_id,2.9971821
cifar10_train_id,3.5273032
cifar10_train_id,2.8684406
cifar10_train_id,3.1540341
cifar10_train_id,2.8928945
cifar10_train_id,2.5102773
cifar10_train_id,2.361793
cifar10_train_id,3.0662665
cifar10_train_id,2.5657976
cifar10_train_id,2.90808
cifar10_train_id,2.8400936
cifar10_train_id,2.881689
cifar10_train_id,5.8849936
cifar10_train_id,3.78022
cifar10_train_id,3.3362856
cifar10_train_id,2.6328688
cifar10_train_id,2.621519
cifar10_train_id,3.2225168
cifar10_train_id,3.3516076
cifar10_train_id,2.7396035
cifar10_train_id,3.3981767
cifar10_train_id,3.4413192
cifar10_train_id,3.0905292
cifar10_train_id,3.7690315
cifar10_train_id,5.237137
cifar10_train_id,3.4376411
cifar10_train_id,3.9356127
cifar10_train_id,3.9400077
cifar10_train_id,3.6497626
cifar10_train_id,4.923848
cifar10_train_id,4.028523
cifar10_train_id,2.4673326
cifar10_train_id,2.509496
cifar10_train_id,2.5714135
cifar10_train_id,4.5469027
cifar10_train_id,5.8881454
cifar10_train_id,3.1252518
cifar10_train_id,2.6504683
cifar10_train_id,3.294063
cifar10_train_id,2.5444877
cifar10_train_id,3.3238842
cifar10_train_id,2.4877772
cifar10_train_id,3.7761645
cifar10_train_id,2.7078695
cifar10_train_id,2.9355145
cifar10_train_id,2.4570105
cifar10_train_id,4.09311
cifar10_train_id,3.4159162
cifar10_train_id,4.244341
cifar10_train_id,4.3774734
cifar10_train_id,2.3704793
cifar10_train_id,2.3997817
cifar10_train_id,3.6126132
cifar10_train_id,2.8163238
cifar10_train_id,2.497329
cifar10_train_id,2.4021115
cifar10_train_id,2.6015403
cifar10_train_id,2.9248781
cifar10_train_id,2.6062756
cifar10_train_id,2.838224
cifar10_train_id,2.9414084
cifar10_train_id,3.1536293
cifar10_train_id,3.2066922
cifar10_train_id,4.4496183
cifar10_train_id,2.7266645
cifar10_train_id,2.9118233
cifar10_train_id,2.6723042
cifar10_train_id,2.6179106
cifar10_train_id,3.5757885
cifar10_train_id,4.209581
cifar10_train_id,2.7280118
cifar10_train_id,3.5070953
cifar10_train_id,2.4238818
cifar10_train_id,2.8237624
cifar10_train_id,3.1255665
cifar10_train_id,6.2176113
cifar10_train_id,2.5682867
cifar10_train_id,3.6667314
cifar10_train_id,4.40768
cifar10_train_id,2.8901567
cifar10_train_id,2.8846307
cifar10_train_id,2.5123124
cifar10_train_id,2.7347665
cifar10_train_id,2.729424
cifar10_train_id,2.5631866
cifar10_train_id,2.9092965
cifar10_train_id,2.495
cifar10_train_id,2.5052667
cifar10_train_id,2.6091042
cifar10_train_id,3.4479702
cifar10_train_id,2.5138173
cifar10_train_id,2.7895672
cifar10_train_id,3.5592337
cifar10_train_id,2.5647576
cifar10_train_id,2.603775
cifar10_train_id,3.4453268
cifar10_train_id,2.6331334
cifar10_train_id,3.6695073
cifar10_train_id,3.4497437
cifar10_train_id,3.5064054
cifar10_train_id,3.0990624
cifar10_train_id,2.7967987
cifar10_train_id,3.3153539
cifar10_train_id,2.5111847
cifar10_train_id,2.978045
cifar10_train_id,2.8733559
cifar10_train_id,3.0661035
cifar10_train_id,2.6162338
cifar10_train_id,2.5761898
cifar10_train_id,4.3580246
cifar10_train_id,4.0164533
cifar10_train_id,3.2417543
cifar10_train_id,2.583283
cifar10_train_id,2.876818
cifar10_train_id,4.0814185
cifar10_train_id,3.1503496
cifar10_train_id,3.4025993
cifar10_train_id,2.9159677
cifar10_train_id,3.7669928
cifar10_train_id,2.481111
cifar10_train_id,2.7012773
cifar10_train_id,4.0367327
cifar10_train_id,2.6742544
cifar10_train_id,2.7313151
cifar10_train_id,3.4782476
cifar10_train_id,4.0000954
cifar10_train_id,2.6641278
cifar10_train_id,5.1010914
cifar10_train_id,2.7515645
cifar10_train_id,2.9592721
cifar10_train_id,4.0227923
cifar10_train_id,2.9563828
cifar10_train_id,2.546515
cifar10_train_id,2.701756
cifar10_train_id,3.0304668
cifar10_train_id,2.618093
cifar10_train_id,4.2431126
cifar10_train_id,3.9846447
cifar10_train_id,2.6137996
cifar10_train_id,3.7343013
cifar10_train_id,2.6065128
cifar10_train_id,2.636625
cifar10_train_id,3.8040142
cifar10_train_id,3.604972
cifar10_train_id,2.87915
cifar10_train_id,2.489152
cifar10_train_id,5.5491533
cifar10_train_id,3.3966482
cifar10_train_id,2.5463552
cifar10_train_id,2.5961666
cifar10_train_id,4.4890366
cifar10_train_id,2.62644
cifar10_train_id,4.3648043
cifar10_train_id,2.5578303
cifar10_train_id,3.081674
cifar10_train_id,2.7545576
cifar10_train_id,2.5721586
cifar10_train_id,2.6530612
cifar10_train_id,2.5263543
cifar10_train_id,4.1013246
cifar10_train_id,2.7335854
cifar10_train_id,3.248597
cifar10_train_id,2.4481096
cifar10_train_id,2.5233994
cifar10_train_id,2.6386893
cifar10_train_id,2.4535654
cifar10_train_id,2.4826512
cifar10_train_id,4.938638
cifar10_train_id,2.8648639
cifar10_train_id,4.996656
cifar10_train_id,2.4525661
cifar10_train_id,2.7325442
cifar10_train_id,4.443718
cifar10_train_id,2.9303284
cifar10_train_id,3.6371522
cifar10_train_id,2.7457697
cifar10_train_id,2.670442
cifar10_train_id,2.9777503
cifar10_train_id,2.5630217
cifar10_train_id,3.5846243
cifar10_train_id,2.5311933
cifar10_train_id,2.4688885
cifar10_train_id,2.421488
cifar10_train_id,2.4252975
cifar10_train_id,4.455268
cifar10_train_id,3.037496
cifar10_train_id,2.5802393
cifar10_train_id,2.9741635
cifar10_train_id,2.606906
cifar10_train_id,3.3471708
cifar10_train_id,3.8010075
cifar10_train_id,4.969594
cifar10_train_id,3.1277144
cifar10_train_id,3.2878075
cifar10_train_id,2.5365453
cifar10_train_id,2.6923268
cifar10_train_id,3.1390376
cifar10_train_id,3.004036
cifar10_train_id,3.8972054
cifar10_train_id,3.4584424
cifar10_train_id,3.1930275
cifar10_train_id,2.4396043
cifar10_train_id,3.9530468
cifar10_train_id,4.220886
cifar10_train_id,3.3703814
cifar10_train_id,3.614312
cifar10_train_id,2.7349305
cifar10_train_id,3.4714618
cifar10_train_id,3.0828943
cifar10_train_id,3.3987293
cifar10_train_id,2.4038625
cifar10_train_id,3.264015
cifar10_train_id,2.7363825
cifar10_train_id,5.3395605
cifar10_train_id,2.855194
cifar10_train_id,3.0773323
cifar10_train_id,2.883256
cifar10_train_id,2.43853
cifar10_train_id,2.6747837
cifar10_train_id,3.0426853
cifar10_train_id,2.3854651
cifar10_train_id,3.2011886
cifar10_train_id,2.6656
cifar10_train_id,2.7016463
cifar10_train_id,2.940748
cifar10_train_id,3.0659776
cifar10_train_id,3.127323
cifar10_train_id,4.6878963
cifar10_train_id,2.446782
cifar10_train_id,4.341994
cifar10_train_id,2.7087326
cifar10_train_id,2.6073263
cifar10_train_id,4.881983
cifar10_train_id,4.7155313
cifar10_train_id,3.5752115
cifar10_train_id,3.3303978
cifar10_train_id,2.8262799
cifar10_train_id,3.5015905
cifar10_train_id,2.8724072
cifar10_train_id,2.4273405
cifar10_train_id,3.4376202
cifar10_train_id,2.4797888
cifar10_train_id,2.9480672
cifar10_train_id,5.064703
cifar10_train_id,2.7525032
cifar10_train_id,3.1000924
cifar10_train_id,2.5498853
cifar10_train_id,3.231616
cifar10_train_id,3.8979616
cifar10_train_id,2.6852384
cifar10_train_id,4.796009
cifar10_train_id,2.5473595
cifar10_train_id,2.5954561
cifar10_train_id,3.0895844
cifar10_train_id,2.369006
cifar10_train_id,2.6401772
cifar10_train_id,2.7151506
cifar10_train_id,3.4109182
cifar10_train_id,2.5921717
cifar10_train_id,3.39855
cifar10_train_id,3.6079307
cifar10_train_id,3.3944578
cifar10_train_id,2.6230578
cifar10_train_id,3.9613476
