true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Rare_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Rare_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Rare_stability
bot,bot,WebBot_Rare,only_accept,False,False,True,-12.30103588104248,-16.140958786010742,2.166160821914673,0.7002872228622437,0.9327906370162964,0.999854564666748
bot,bot,WebBot_Rare,meta_router,False,True,True,-18.049884796142578,1.4095125198364258,2.223675012588501,0.4991227984428406,0.9957960247993469,0.9923399686813354
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.172894477844238,-5.087128162384033,0.21543236076831818,0.405456006526947,0.9480088353157043,0.8189948201179504
bot,bot,WebBot_Rare,meta_router,False,True,True,-18.049884796142578,1.4095125198364258,2.223659038543701,0.6579740643501282,0.9945687055587769,0.9923359155654907
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-5.875492095947266,-6.003196716308594,0.14913329482078552,0.3765600323677063,0.9581232070922852,0.769271194934845
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.025446891784668,-16.140958786010742,2.1539924144744873,0.5539038181304932,0.9984422922134399,0.9974563717842102
bot,benign,,benign_binary,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
bot,bot,WebBot_Rare,only_accept,False,False,True,-8.621075630187988,-16.140958786010742,2.139899730682373,0.5531134605407715,0.9327906370162964,0.9998648762702942
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-5.087128162384033,0.08066216856241226,0.2457677572965622,0.9419605135917664,0.9051067233085632
bot,benign,,benign_binary,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-6.003196716308594,0.14191743731498718,0.21129333972930908,0.9361942410469055,0.9520350694656372
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.026890754699707,-16.139562606811523,2.166086435317993,0.6075111031532288,0.9745014309883118,0.9941547513008118
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.172894477844238,-6.003196716308594,0.21679502725601196,0.456329882144928,0.9521409273147583,0.8865252733230591
bot,bot,WebBot_Rare,meta_router,False,True,True,-17.86991310119629,1.4095125198364258,2.2237093448638916,0.4687628149986267,0.9987309575080872,0.9923534393310547
bot,bot,WebBot_Rare,only_accept,False,False,True,-12.151641845703125,-16.140958786010742,2.1662049293518066,0.7458148002624512,0.9624198079109192,0.9951324462890625
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-5.087128162384033,0.43588948249816895,0.38515540957450867,0.9319885969161987,0.8895829319953918
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.195642471313477,-5.087128162384033,0.18117199838161469,0.3472384512424469,0.9579808115959167,0.7488209009170532
heartbleed,heartbleed,WebBot_Rare,only_accept,False,False,True,-11.043933868408203,-5.809936046600342,2.185504198074341,0.6963587999343872,0.972743809223175,0.5345326662063599
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-5.087128162384033,0.08270139992237091,0.24417610466480255,0.9220166206359863,0.8514219522476196
web-attack-�-brute-force,benign,,benign_binary,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
bot,bot,WebBot_Rare,meta_router,False,True,True,-18.049884796142578,1.4095125198364258,2.223659038543701,0.48219069838523865,0.9987309575080872,0.9961625337600708
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-6.003196716308594,0.24892853200435638,0.20852084457874298,0.9680874943733215,0.9616032838821411
web-attack-�-sql-injection,web-attack-�-sql-injection,WebBot_Rare,only_accept,False,False,True,-20.94735336303711,-18.01970100402832,1.6775391101837158,0.7239319086074829,0.9572202563285828,0.2535657286643982
bot,portscan,Scan_Brute,meta_router,False,True,True,-24.437496185302734,0.013055361807346344,2.124436140060425,0.5248152017593384,0.890234112739563,0.9936610460281372
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-5.874566555023193,-6.003196716308594,0.04235861077904701,0.3374594748020172,0.9581232070922852,0.7907840609550476
infiltration,benign,,benign_binary,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-6.003196716308594,0.12226525694131851,0.27741342782974243,0.932212233543396,0.9605817794799805
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.172894477844238,-6.003196716308594,0.03601567819714546,0.29280686378479004,0.9740697741508484,0.8724613189697266
bot,benign,,benign_binary,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-6.0030951499938965,0.1990203559398651,0.3148343861103058,0.9322108030319214,0.7166574001312256
bot,bot,WebBot_Rare,meta_router,False,True,True,-18.049884796142578,1.4095125198364258,2.223659038543701,0.6749733090400696,0.9948088526725769,0.9885082244873047
bot,portscan,Scan_Brute,meta_router,False,True,True,-24.439807891845703,0.013055361807346344,2.1699883937835693,0.8004217147827148,0.921475887298584,0.9976412057876587
bot,portscan,Scan_Brute,meta_router,False,True,True,-24.883174896240234,0.013055361807346344,2.169942617416382,0.47215476632118225,0.8750299215316772,0.9955666661262512
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-5.087128162384033,0.03974002227187157,0.21054840087890625,0.9159682989120483,0.9440552592277527
bot,portscan,Scan_Brute,meta_router,False,True,True,-24.439807891845703,0.013055361807346344,2.124422788619995,0.4764988422393799,0.9375136494636536,0.9976547360420227
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.025594711303711,-16.140958786010742,2.1660497188568115,0.3792421221733093,0.9359872937202454,0.9941339492797852
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-6.003196716308594,0.1494782418012619,0.2967226207256317,0.9063013195991516,0.7867230772972107
bot,bot,WebBot_Rare,meta_router,False,True,True,-18.049884796142578,1.4095125198364258,2.223659038543701,0.49918994307518005,0.9987309575080872,0.9923347234725952
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-6.003196716308594,0.07886233925819397,0.17681889235973358,0.932212233543396,0.7754341959953308
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-5.087128162384033,0.04085094854235649,0.2809871733188629,0.8999481201171875,0.9308527112007141
web-attack-�-brute-force,benign,,all_reject,False,False,False,-5.875492095947266,-6.003196716308594,-0.007927968166768551,0.33946385979652405,0.8803903460502625,0.9497866630554199
web-attack-�-brute-force,benign,,benign_binary,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-5.087128162384033,0.1341038942337036,0.34896111488342285,0.9319885969161987,0.8450343012809753
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.025594711303711,-16.140958786010742,2.166069269180298,0.6046776175498962,0.9656164050102234,0.9979219436645508
bot,portscan,Scan_Brute,meta_router,False,True,True,-24.436660766601562,0.013055361807346344,2.124436140060425,0.405703067779541,0.9527177810668945,0.9976590871810913
bot,portscan,Scan_Brute,meta_router,False,True,True,-24.436660766601562,0.013055361807346344,2.124413013458252,0.5733358860015869,0.8826319575309753,0.9936461448669434
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-6.003196716308594,0.24456965923309326,0.20852084457874298,0.9584911465644836,0.9351423978805542
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.025446891784668,-16.140958786010742,2.1661376953125,0.3285430371761322,0.9656164050102234,0.9976035952568054
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-7.968175411224365,-6.479209899902344,1.0916852951049805,0.8915075063705444,0.9674221277236938,0.30327337980270386
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-5.087128162384033,0.23554958403110504,0.31546157598495483,0.9259403347969055,0.9222356081008911
bot,benign,,benign_binary,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.172894477844238,-6.003196716308594,0.06907270103693008,0.4064384400844574,0.932212233543396,0.8410707712173462
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.025594711303711,-16.140958786010742,2.166053295135498,0.49194350838661194,0.9447981715202332,0.9960224032402039
bot,bot,WebBot_Rare,meta_router,False,True,True,-18.066783905029297,1.4095125198364258,2.223689317703247,0.4524049162864685,0.9957960247993469,0.9847198724746704
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-0.9563988447189331,-13.406876564025879,1.011978268623352,0.9884525537490845,0.9266829490661621,0.9932018518447876
bot,bot,WebBot_Rare,only_accept,False,False,True,-12.149301528930664,-16.140958786010742,2.1660635471343994,0.8261395692825317,0.9416014552116394,0.9941431283950806
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.060648918151855,-16.140958786010742,2.1661407947540283,0.7174513936042786,0.9207831621170044,0.9979486465454102
bot,bot,WebBot_Rare,meta_router,False,True,True,-18.049884796142578,1.4095125198364258,2.223659038543701,0.4991900324821472,0.9972634315490723,0.992333710193634
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-6.003196716308594,0.093630850315094,0.40039676427841187,0.8903546333312988,0.8989884257316589
bot,bot,WebBot_Rare,only_accept,False,False,True,-12.149301528930664,-16.140958786010742,2.166060447692871,0.31677427887916565,0.9327906370162964,0.9960317611694336
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.025446891784668,-16.140958786010742,2.1661620140075684,0.3284977972507477,0.9447981119155884,0.9974862933158875
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-5.087128162384033,0.20960405468940735,0.2802422344684601,0.9419605135917664,0.9714795351028442
bot,portscan,Scan_Brute,meta_router,False,True,True,-24.437496185302734,0.013055361807346344,2.1243743896484375,0.5136138796806335,0.8665943145751953,0.9956218004226685
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.195642471313477,-6.003196716308594,0.014670421369373798,0.39785704016685486,0.9481589198112488,0.9060187339782715
bot,portscan,Scan_Brute,meta_router,False,True,True,-24.015913009643555,0.013055361807346344,2.124436140060425,0.4023992419242859,0.9527177810668945,0.9936727285385132
bot,portscan,Scan_Brute,meta_router,False,True,True,-24.436660766601562,0.013055361807346344,2.124436140060425,0.4653162956237793,0.890234112739563,0.9976531267166138
bot,bot,WebBot_Rare,meta_router,False,True,True,-18.049884796142578,1.4095125198364258,2.223668336868286,0.5785147547721863,0.9984908103942871,0.9885150790214539
bot,bot,WebBot_Rare,meta_router,False,True,True,-18.049884796142578,1.4095125198364258,2.223659038543701,0.5161892175674438,0.9948088526725769,0.9961625337600708
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.195642471313477,-6.003196716308594,0.1833968460559845,0.34543171525001526,0.9481589198112488,0.6910668611526489
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.026196479797363,-16.140958786010742,2.166081190109253,0.7175085544586182,0.9656165242195129,0.9960379600524902
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.464834213256836,-6.003196716308594,0.08598101139068604,0.20560185611248016,0.9421765208244324,0.8998077511787415
bot,portscan,Scan_Brute,meta_router,False,True,True,-24.883174896240234,0.013055361807346344,2.169942617416382,0.31332963705062866,0.921475887298584,0.9935089945793152
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-0.9436612725257874,-9.118072509765625,0.9502009749412537,0.9840213060379028,0.8884563446044922,0.9943861961364746
web-attack-�-brute-force,benign,,all_reject,False,False,False,-9.440913200378418,-6.003196716308594,-0.009383449330925941,0.34605157375335693,0.9740697741508484,0.8061116933822632
bot,bot,WebBot_Rare,only_accept,False,False,True,-12.149036407470703,-16.140958786010742,2.1661174297332764,0.5741034746170044,0.9327906370162964,0.9953608512878418
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-6.003196716308594,0.304379403591156,0.3133470416069031,0.9581232070922852,0.962975025177002
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.172894477844238,-6.003196716308594,0.07068651169538498,0.35173624753952026,0.932212233543396,0.8868379592895508
bot,portscan,Scan_Brute,meta_router,False,True,True,-24.883174896240234,0.013055361807346344,2.169942617416382,0.5830849409103394,0.8826319575309753,0.9914411306381226
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-6.003196716308594,0.08353927731513977,0.21129333972930908,0.9421765208244324,0.8693113327026367
bot,bot,WebBot_Rare,only_accept,False,False,True,-12.735437393188477,-14.927775382995605,2.1398940086364746,0.8684452176094055,0.965184211730957,0.9973819851875305
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-5.875492095947266,-5.087128162384033,0.1501932442188263,0.3817383646965027,0.9319885969161987,0.8704937100410461
bot,bot,WebBot_Rare,meta_router,False,True,True,-18.049884796142578,1.4095125198364258,2.223658561706543,0.7543317079544067,0.9945687055587769,0.9923344850540161
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-9.440913200378418,-6.003196716308594,0.19313868880271912,0.34993603825569153,0.9581232070922852,0.9501665234565735
