index,class_id,class,family,split_role,pca1,pca2,tsne1,tsne2
720957,11,ssh-patator,Credential,Known_Source,-2.2394161,-0.6323857,-35.95255,37.02418
724407,11,ssh-patator,Credential,Known_Source,2.6627038,7.4093795,82.39388,-57.52885
725393,11,ssh-patator,Credential,Known_Source,-2.2421486,-0.6329383,-35.869236,37.212616
726563,11,ssh-patator,Credential,Known_Source,2.6181655,7.2643785,82.30362,-57.554836
727340,11,ssh-patator,Credential,Known_Source,-2.2528296,-0.63510084,-35.535084,36.773483
727994,11,ssh-patator,Credential,Known_Source,-2.2393079,-0.63236386,-35.953148,37.02911
728269,11,ssh-patator,Credential,Known_Source,-2.2495341,-0.63443327,-35.505245,37.26836
732120,11,ssh-patator,Credential,Known_Source,2.7368305,7.53186,82.45258,-57.602093
732731,11,ssh-patator,Credential,Known_Source,2.5453882,6.989266,82.234665,-57.5256
732918,11,ssh-patator,Credential,Known_Source,2.705429,7.3779287,82.38868,-57.545296
733503,11,ssh-patator,Credential,Known_Source,2.7355583,7.532937,82.4526,-57.60208
734246,11,ssh-patator,Credential,Known_Source,2.7315347,7.370268,82.34649,-57.651302
734605,11,ssh-patator,Credential,Known_Source,-2.2498603,-0.63449943,-35.491592,37.260952
734922,11,ssh-patator,Credential,Known_Source,2.648753,7.246825,82.30305,-57.5596
735731,11,ssh-patator,Credential,Known_Source,-2.2498603,-0.63449943,-35.491592,37.260952
736622,11,ssh-patator,Credential,Known_Source,2.7194977,7.367821,82.388466,-57.547478
738209,11,ssh-patator,Credential,Known_Source,2.5334842,6.9976387,82.23457,-57.52554
809455,11,ssh-patator,Credential,Known_Source,-2.243675,-0.633247,-35.88426,36.912758
823507,11,ssh-patator,Credential,Known_Source,2.6776545,7.397714,82.39101,-57.537468
824117,11,ssh-patator,Credential,Known_Source,-2.2495341,-0.63443327,-35.505245,37.26836
826634,11,ssh-patator,Credential,Known_Source,2.7137272,7.3720837,82.388695,-57.54612
855490,11,ssh-patator,Credential,Known_Source,-2.2665598,-0.63788337,-35.311455,36.83696
863970,11,ssh-patator,Credential,Known_Source,-2.2472045,-0.63396156,-35.6945,37.30093
865171,11,ssh-patator,Credential,Known_Source,2.7315297,7.3586783,82.38841,-57.54833
865729,11,ssh-patator,Credential,Known_Source,2.7140322,7.371387,82.38903,-57.545227
896234,11,ssh-patator,Credential,Known_Source,-2.2550602,-0.6355472,-35.4734,36.780285
896810,11,ssh-patator,Credential,Known_Source,2.7394702,7.5230393,82.46203,-57.598
914128,11,ssh-patator,Credential,Known_Source,-2.2524192,-0.63501775,-35.550026,36.771416
919392,11,ssh-patator,Credential,Known_Source,2.7062867,7.377435,82.38888,-57.545177
919898,11,ssh-patator,Credential,Known_Source,-2.2427943,-0.6330689,-35.90931,36.9581
924689,11,ssh-patator,Credential,Known_Source,2.6764722,7.3994265,82.39101,-57.537594
933267,11,ssh-patator,Credential,Known_Source,2.7952769,7.479073,82.4638,-57.596672
950128,11,ssh-patator,Credential,Known_Source,-2.2416952,-0.63284653,-35.921318,36.94552
951557,11,ssh-patator,Credential,Known_Source,-2.2743518,-0.6394629,-35.249504,36.813164
957760,11,ssh-patator,Credential,Known_Source,-2.269573,-0.63849425,-35.285942,36.833088
958012,11,ssh-patator,Credential,Known_Source,-2.2546008,-0.6354598,-35.48576,36.775467
970470,11,ssh-patator,Credential,Known_Source,-2.2462,-0.63375825,-35.794273,36.819542
973140,11,ssh-patator,Credential,Known_Source,2.7156887,7.3705535,82.3889,-57.545864
1001795,5,dos-slowloris,DoS,Known_Source,-1.6897178,-0.18522891,-24.501902,32.981155
1001811,5,dos-slowloris,DoS,Known_Source,-1.7219595,0.44212276,34.275326,2.5595315
1001877,5,dos-slowloris,DoS,Known_Source,-1.720666,0.4412017,34.27527,2.559533
1002581,5,dos-slowloris,DoS,Known_Source,0.3982716,-0.9444029,35.080177,11.570304
1004028,5,dos-slowloris,DoS,Known_Source,9.03633,-6.8738313,-49.872337,83.75852
1004171,5,dos-slowloris,DoS,Known_Source,11.292439,-6.4404387,-42.31189,89.166306
1005806,5,dos-slowloris,DoS,Known_Source,4.356308,-3.9733315,-34.66325,59.67815
1006604,5,dos-slowloris,DoS,Known_Source,-2.42544,-0.15814026,32.712173,0.80480814
1006609,5,dos-slowloris,DoS,Known_Source,8.472381,-4.1942997,-42.01613,89.30235
1008342,5,dos-slowloris,DoS,Known_Source,8.211619,-4.2292123,-42.133625,89.24765
1008457,5,dos-slowloris,DoS,Known_Source,8.466547,-4.1900525,-42.017086,89.301926
1008938,5,dos-slowloris,DoS,Known_Source,13.569263,-16.25971,-40.179905,48.721607
1010705,5,dos-slowloris,DoS,Known_Source,-1.8952472,-1.645404,-30.352835,47.489395
1011959,5,dos-slowloris,DoS,Known_Source,8.208606,-4.2274265,-42.133152,89.24788
1011960,5,dos-slowloris,DoS,Known_Source,8.969423,-4.320642,-41.725555,89.43205
1011970,5,dos-slowloris,DoS,Known_Source,-1.8970021,-1.6457602,-30.343027,47.492023
1012224,5,dos-slowloris,DoS,Known_Source,8.205746,-4.2548995,-42.13398,89.24749
1013581,5,dos-slowloris,DoS,Known_Source,13.569252,-16.2597,-40.179905,48.72161
1014023,5,dos-slowloris,DoS,Known_Source,13.87752,-16.559967,-40.177402,48.724045
1014525,5,dos-slowloris,DoS,Known_Source,-2.4254653,-0.15808369,32.712315,0.80480355
1015007,5,dos-slowloris,DoS,Known_Source,8.987304,-4.3032346,-41.72524,89.4322
1017045,5,dos-slowloris,DoS,Known_Source,-2.4255474,-0.15794438,32.712055,0.8048034
1017060,5,dos-slowloris,DoS,Known_Source,8.212149,-4.2291408,-42.133244,89.24783
1017130,5,dos-slowloris,DoS,Known_Source,14.945091,-17.602093,-40.16658,48.73413
1017148,5,dos-slowloris,DoS,Known_Source,14.945088,-17.602089,-40.16658,48.73413
1017279,5,dos-slowloris,DoS,Known_Source,13.569255,-16.259703,-40.179905,48.721607
1017419,5,dos-slowloris,DoS,Known_Source,13.725654,-16.411757,-40.17868,48.722805
1017433,5,dos-slowloris,DoS,Known_Source,13.725653,-16.411757,-40.17868,48.72281
1017606,5,dos-slowloris,DoS,Known_Source,8.467141,-4.192002,-42.015453,89.30261
1017849,5,dos-slowloris,DoS,Known_Source,-2.4255457,-0.1579662,32.7123,0.8047996
1021468,5,dos-slowloris,DoS,Known_Source,8.210204,-4.2267723,-42.133495,89.24771
1023216,5,dos-slowloris,DoS,Known_Source,8.474801,-4.1973934,-42.015804,89.302505
1024218,5,dos-slowloris,DoS,Known_Source,-1.9175699,-1.6499388,-30.245874,47.518536
1025337,5,dos-slowloris,DoS,Known_Source,8.982566,-4.299633,-41.7258,89.431946
1025376,5,dos-slowloris,DoS,Known_Source,-2.4254677,-0.15811428,32.71172,0.8048058
1025440,5,dos-slowloris,DoS,Known_Source,13.569248,-16.259695,-40.179905,48.72161
1025728,5,dos-slowloris,DoS,Known_Source,8.200271,-4.2487936,-42.133514,89.2477
1025909,5,dos-slowloris,DoS,Known_Source,-1.9204453,-1.6505234,-30.232584,47.522
1027819,5,dos-slowloris,DoS,Known_Source,8.986008,-4.303144,-41.724648,89.43248
1030074,5,dos-slowloris,DoS,Known_Source,8.215148,-4.230687,-42.134037,89.24746
1030236,5,dos-slowloris,DoS,Known_Source,13.569249,-16.259699,-40.17991,48.72161
1030336,5,dos-slowloris,DoS,Known_Source,14.335363,-17.006918,-40.17317,48.72805
1030416,5,dos-slowloris,DoS,Known_Source,16.477316,-19.096529,-40.14477,48.754658
1030419,5,dos-slowloris,DoS,Known_Source,16.477303,-19.096521,-40.14477,48.754654
1030529,5,dos-slowloris,DoS,Known_Source,8.208911,-4.2271795,-42.134167,89.247406
1030961,5,dos-slowloris,DoS,Known_Source,8.966384,-4.3195043,-41.725628,89.43203
1035392,5,dos-slowloris,DoS,Known_Source,8.470184,-4.193556,-42.0172,89.301865
1036306,5,dos-slowloris,DoS,Known_Source,13.569236,-16.259691,-40.179905,48.72161
1037150,5,dos-slowloris,DoS,Known_Source,-1.9150538,-1.6494274,-30.256264,47.515633
1039257,5,dos-slowloris,DoS,Known_Source,8.984186,-4.300526,-41.7248,89.4324
1043655,5,dos-slowloris,DoS,Known_Source,-2.4255025,-0.15805766,32.7121,0.8048066
1044070,5,dos-slowloris,DoS,Known_Source,2.0976427,-5.0434384,-32.48508,48.472958
1044227,5,dos-slowloris,DoS,Known_Source,-2.000098,-0.1618577,-35.9402,35.977943
1044292,5,dos-slowloris,DoS,Known_Source,-0.9641648,-1.2382671,-29.592918,46.471867
1044334,5,dos-slowloris,DoS,Known_Source,-2.2503479,-0.6344201,-35.492344,37.26345
1044403,4,dos-slowhttptest,DoS,Known_Source,12.254191,-9.451267,-59.520557,81.27756
1044576,4,dos-slowhttptest,DoS,Known_Source,3.116777,-2.725977,-30.187895,92.92556
1044617,4,dos-slowhttptest,DoS,Known_Source,3.1134772,-2.7241855,-30.419157,92.903786
1044662,4,dos-slowhttptest,DoS,Known_Source,3.114828,-2.7249,-30.40932,92.84902
1044713,4,dos-slowhttptest,DoS,Known_Source,3.116791,-2.725987,-30.187832,92.92531
1044785,4,dos-slowhttptest,DoS,Known_Source,3.1169105,-2.7259374,-30.410606,92.93689
1044896,4,dos-slowhttptest,DoS,Known_Source,3.1148634,-2.7249172,-30.409344,92.84908
1045183,4,dos-slowhttptest,DoS,Known_Source,11.440524,-8.345152,-57.86121,82.28297
1045242,4,dos-slowhttptest,DoS,Known_Source,3.1134999,-2.7241983,-30.411993,92.85976
1045519,4,dos-slowhttptest,DoS,Known_Source,-2.3516638,-4.190469,-31.743397,44.61441
1045628,4,dos-slowhttptest,DoS,Known_Source,0.41636604,-3.5434504,-32.420273,48.438416
1045682,4,dos-slowhttptest,DoS,Known_Source,0.42416176,-3.5431263,-32.420235,48.43838
1045732,4,dos-slowhttptest,DoS,Known_Source,0.37736008,-3.5450513,-32.42054,48.43799
1045755,4,dos-slowhttptest,DoS,Known_Source,0.42805672,-3.542963,-32.420254,48.43779
1045784,4,dos-slowhttptest,DoS,Known_Source,0.38905567,-3.5445683,-32.420452,48.437943
1045866,4,dos-slowhttptest,DoS,Known_Source,12.27229,-9.463342,-59.518818,81.277534
1046290,4,dos-slowhttptest,DoS,Known_Source,11.668393,-8.516588,-57.8655,82.28112
1046337,4,dos-slowhttptest,DoS,Known_Source,3.116168,-2.725603,-30.184248,92.91194
1046340,4,dos-slowhttptest,DoS,Known_Source,3.1141734,-2.7243552,-30.415121,92.84133
1046934,4,dos-slowhttptest,DoS,Known_Source,-0.37939194,1.1032586,-21.862692,32.988186
1047082,4,dos-slowhttptest,DoS,Known_Source,-1.1103027,0.294937,-35.84715,35.360016
1047138,4,dos-slowhttptest,DoS,Known_Source,-1.109446,0.29436925,-35.847137,35.36022
1047638,4,dos-slowhttptest,DoS,Known_Source,3.115669,-2.72542,-30.223593,92.98167
1047743,4,dos-slowhttptest,DoS,Known_Source,3.1155925,-2.725363,-30.325737,93.01828
1047916,4,dos-slowhttptest,DoS,Known_Source,3.1158986,-2.7255502,-30.215578,92.98264
1047950,4,dos-slowhttptest,DoS,Known_Source,3.1110244,-2.7226574,-30.413078,92.85756
1048087,4,dos-slowhttptest,DoS,Known_Source,3.1148632,-2.7248042,-30.16782,92.9141
1048422,4,dos-slowhttptest,DoS,Known_Source,-0.8550819,-4.4045806,-31.722641,44.66267
1048498,4,dos-slowhttptest,DoS,Known_Source,-1.9562278,-3.2858171,-31.721355,44.662193
1048547,4,dos-slowhttptest,DoS,Known_Source,-1.0663295,1.0133332,-21.946095,33.13887
1048726,4,dos-slowhttptest,DoS,Known_Source,11.643919,-8.899055,-59.51064,81.28181
1048856,4,dos-slowhttptest,DoS,Known_Source,7.873373,-1.7706178,-29.739319,91.17729
1048927,4,dos-slowhttptest,DoS,Known_Source,3.1150515,-2.7250345,-30.393032,92.823494
1048979,4,dos-slowhttptest,DoS,Known_Source,3.1179698,-2.726583,-30.383451,92.82189
1049148,4,dos-slowhttptest,DoS,Known_Source,3.1143394,-2.7247117,-30.42007,92.914
1049321,4,dos-slowhttptest,DoS,Known_Source,3.1153023,-2.7251847,-30.179926,92.91117
1049525,4,dos-slowhttptest,DoS,Known_Source,3.1156452,-2.7251596,-30.181496,92.9219
1049532,4,dos-slowhttptest,DoS,Known_Source,3.1149876,-2.7249966,-30.407719,92.845665
1049561,4,dos-slowhttptest,DoS,Known_Source,3.1157374,-2.7254531,-30.215677,92.98276
1049569,4,dos-slowhttptest,DoS,Known_Source,3.1139061,-2.7243054,-30.174839,92.90623
1049778,4,dos-slowhttptest,DoS,Known_Source,-0.67736447,-2.2811453,-36.8977,37.743294
1049832,4,dos-slowhttptest,DoS,Known_Source,5.4903593,-1.1017164,-29.343945,46.176075
1049966,3,dos-hulk,DoS,Known_Source,1.7922827,2.6676102,40.892513,19.341036
1049968,3,dos-hulk,DoS,Known_Source,1.0268378,2.6808121,44.451702,15.4707985
1050017,3,dos-hulk,DoS,Known_Source,0.95563644,2.6168208,44.553463,14.731865
1050199,3,dos-hulk,DoS,Known_Source,0.9994063,2.6445773,44.52576,15.027264
1050672,3,dos-hulk,DoS,Known_Source,-2.029892,-0.74678034,-26.993065,14.343308
1050714,3,dos-hulk,DoS,Known_Source,1.0337559,2.73106,45.026833,17.188406
1050971,3,dos-hulk,DoS,Known_Source,2.2342103,2.8797798,40.245914,19.989777
1050988,3,dos-hulk,DoS,Known_Source,1.8004025,3.0457327,41.579693,19.35507
1051035,3,dos-hulk,DoS,Known_Source,1.3852645,2.7309916,41.301517,14.201915
1051294,3,dos-hulk,DoS,Known_Source,3.2508883,3.1755145,38.15816,19.77316
1051541,3,dos-hulk,DoS,Known_Source,10.505093,-4.210079,-41.059547,63.58969
1051625,3,dos-hulk,DoS,Known_Source,7.629381,-1.7175541,12.757955,41.471832
1052340,3,dos-hulk,DoS,Known_Source,1.2415968,2.7280104,43.443806,16.013517
1052392,3,dos-hulk,DoS,Known_Source,0.75696653,2.6676996,45.703533,14.72753
1052596,3,dos-hulk,DoS,Known_Source,-2.191044,-0.82021606,-107.2964,-10.8437195
1053114,3,dos-hulk,DoS,Known_Source,1.133829,2.729347,44.392925,16.777922
1053193,3,dos-hulk,DoS,Known_Source,1.2734001,2.7564602,43.39754,16.376625
1053280,3,dos-hulk,DoS,Known_Source,1.5859324,2.9425375,40.743565,13.0872135
1053537,3,dos-hulk,DoS,Known_Source,7.240641,-1.1274909,17.25398,39.312225
1053813,3,dos-hulk,DoS,Known_Source,12.098313,-5.3234587,-59.290276,75.93554
1053973,3,dos-hulk,DoS,Known_Source,8.639098,-2.3995097,1.4637111,34.90275
1054050,3,dos-hulk,DoS,Known_Source,8.441443,-2.5261188,2.5585968,32.796356
1054111,3,dos-hulk,DoS,Known_Source,8.661578,-2.1348403,-0.4291769,53.923653
1054176,3,dos-hulk,DoS,Known_Source,8.708695,-2.4754298,-12.489707,40.168358
1054188,3,dos-hulk,DoS,Known_Source,12.235635,-5.11809,-57.478325,71.11594
1054789,3,dos-hulk,DoS,Known_Source,0.88648707,2.613584,45.224728,15.041629
1054921,3,dos-hulk,DoS,Known_Source,0.89245176,2.55851,40.03678,15.557338
1054950,3,dos-hulk,DoS,Known_Source,1.8734844,2.7961152,40.81472,19.57905
1054975,3,dos-hulk,DoS,Known_Source,7.8823204,-1.3550581,9.89283,45.029354
1055009,3,dos-hulk,DoS,Known_Source,13.708486,-4.970733,-57.285805,67.94761
1055159,3,dos-hulk,DoS,Known_Source,11.786134,-5.366241,-58.806942,77.69156
1055307,3,dos-hulk,DoS,Known_Source,9.685671,-2.4727595,0.43287018,43.340237
1055430,3,dos-hulk,DoS,Known_Source,11.496438,-5.0669,-54.62468,78.91988
1055459,3,dos-hulk,DoS,Known_Source,11.523704,-4.748955,-50.453846,78.00194
1055475,3,dos-hulk,DoS,Known_Source,11.610126,-4.6541414,-52.100002,77.79761
1055506,3,dos-hulk,DoS,Known_Source,11.149272,-4.7857137,-53.225594,80.71041
1055508,3,dos-hulk,DoS,Known_Source,8.448479,-1.7592921,6.6430554,37.312565
1055590,3,dos-hulk,DoS,Known_Source,8.86607,-1.8593782,-0.57668597,39.234856
1055632,3,dos-hulk,DoS,Known_Source,-1.4247965,-0.56564206,3.0841806,4.5132875
1055684,3,dos-hulk,DoS,Known_Source,8.125152,-1.775221,8.40121,44.708965
1055847,3,dos-hulk,DoS,Known_Source,1.9070687,2.7523642,40.69136,19.667784
1056404,3,dos-hulk,DoS,Known_Source,-2.8224666,-1.1087875,-58.6715,-92.13141
1056539,3,dos-hulk,DoS,Known_Source,1.5981845,2.7049263,41.33249,14.165174
1056562,3,dos-hulk,DoS,Known_Source,0.93468267,2.750584,45.59696,15.427245
1056598,3,dos-hulk,DoS,Known_Source,1.0727948,2.7302744,44.840645,17.074413
1056702,3,dos-hulk,DoS,Known_Source,0.9088027,2.6452806,45.441547,15.539301
1056787,3,dos-hulk,DoS,Known_Source,1.4594787,2.8160472,41.25217,14.226135
1056943,3,dos-hulk,DoS,Known_Source,2.393861,3.0963666,40.536453,13.13829
1057214,3,dos-hulk,DoS,Known_Source,7.048919,-1.2336357,17.234152,41.458046
1057275,3,dos-hulk,DoS,Known_Source,10.252196,-4.340296,-39.45231,63.73605
1057302,3,dos-hulk,DoS,Known_Source,7.842375,-1.2257738,10.255354,44.99386
1057413,3,dos-hulk,DoS,Known_Source,7.092483,-1.1059705,17.339087,39.44159
1057530,3,dos-hulk,DoS,Known_Source,8.825627,-1.3567915,6.5344014,46.23239
1057877,3,dos-hulk,DoS,Known_Source,1.1998476,2.7287524,43.72094,16.244604
1057927,3,dos-hulk,DoS,Known_Source,0.997176,2.644199,44.546356,15.037041
1057944,3,dos-hulk,DoS,Known_Source,1.0668503,2.7306912,44.874336,17.09208
1058080,3,dos-hulk,DoS,Known_Source,1.3943859,2.4549532,41.418137,15.520352
1058301,3,dos-hulk,DoS,Known_Source,0.9229276,2.6127057,44.877644,14.871441
1058342,3,dos-hulk,DoS,Known_Source,1.0615485,2.7305896,44.901615,17.10992
1058358,3,dos-hulk,DoS,Known_Source,-2.1908848,-0.820312,-110.880196,-18.184772
1059032,3,dos-hulk,DoS,Known_Source,1.9391097,2.8126476,40.604515,13.048228
1059035,3,dos-hulk,DoS,Known_Source,1.5726033,3.0647058,40.708447,13.085618
1059168,3,dos-hulk,DoS,Known_Source,7.8130097,-1.4487007,10.556269,43.97262
1059535,3,dos-hulk,DoS,Known_Source,11.908487,-5.1430006,-58.4673,74.93825
1059791,3,dos-hulk,DoS,Known_Source,8.759479,-2.394422,-0.52437,52.98275
1059945,3,dos-hulk,DoS,Known_Source,9.742687,-1.2295198,5.712882,40.382336
1060099,3,dos-hulk,DoS,Known_Source,0.86654276,2.6952035,45.152443,14.591973
1060197,3,dos-hulk,DoS,Known_Source,0.9099055,2.7508538,45.736088,15.555465
1060241,3,dos-hulk,DoS,Known_Source,1.0426048,2.7489622,44.525124,14.843811
1060357,3,dos-hulk,DoS,Known_Source,0.8839062,2.6134539,45.251617,15.057156
1060522,3,dos-hulk,DoS,Known_Source,-2.2612197,-0.852269,-81.36359,-67.530136
1060749,3,dos-hulk,DoS,Known_Source,-1.4247522,-0.5656727,3.1072836,4.5238433
1060788,3,dos-hulk,DoS,Known_Source,1.3042849,2.6087592,40.254974,15.739227
1060813,3,dos-hulk,DoS,Known_Source,1.8163799,2.7965946,40.816387,19.612309
1060836,3,dos-hulk,DoS,Known_Source,1.2957642,2.6629243,40.002728,15.974856
1060927,3,dos-hulk,DoS,Known_Source,9.543999,-1.551429,2.0250316,44.939896
1060928,3,dos-hulk,DoS,Known_Source,8.495626,-2.2586746,-11.865078,37.0014
1060999,3,dos-hulk,DoS,Known_Source,8.023361,-1.9887834,-0.29562995,30.080214
1061036,3,dos-hulk,DoS,Known_Source,11.256848,-4.672418,-53.0349,80.44661
1061462,3,dos-hulk,DoS,Known_Source,9.451936,-2.5177577,8.488466e-05,42.548843
1061491,3,dos-hulk,DoS,Known_Source,13.17715,-4.9955535,-57.72259,68.88553
1061554,3,dos-hulk,DoS,Known_Source,9.396418,-1.878055,0.5515523,48.53405
1061610,3,dos-hulk,DoS,Known_Source,8.626403,-2.1265824,-0.24968065,53.928967
1061655,3,dos-hulk,DoS,Known_Source,-1.9838549,-0.7257894,-23.360771,16.12188
1061729,3,dos-hulk,DoS,Known_Source,7.0382357,-1.0695729,17.319525,39.44806
1061906,3,dos-hulk,DoS,Known_Source,1.1142784,2.7347963,44.44684,16.857744
1062506,3,dos-hulk,DoS,Known_Source,7.503385,-1.5131847,13.491384,41.923813
1062538,3,dos-hulk,DoS,Known_Source,10.049214,-4.04479,-37.648388,62.676136
1062924,3,dos-hulk,DoS,Known_Source,2.174364,2.858561,40.329647,19.936996
