policy,true_class,predicted_class,rows
expert1_always,backdoor,injection,2
expert1_always,backdoor,mitm,10
expert1_always,backdoor,password,0
expert1_always,backdoor,ransomware,0
expert1_always,backdoor,scanning,0
expert1_always,backdoor,xss,2
expert1_always,benign,backdoor,195
expert1_always,benign,benign,1178719
expert1_always,benign,ddos,3041
expert1_always,benign,dos,1250
expert1_always,benign,injection,8910
expert1_always,benign,mitm,66583
expert1_always,benign,password,54194
expert1_always,benign,ransomware,12914
expert1_always,benign,scanning,47613
expert1_always,benign,xss,100883
expert1_always,ddos,backdoor,0
expert1_always,ddos,benign,159
expert1_always,ddos,ddos,100853
expert1_always,ddos,dos,196
expert1_always,ddos,injection,1684
expert1_always,ddos,mitm,142
expert1_always,ddos,password,101
expert1_always,ddos,ransomware,2
expert1_always,ddos,scanning,57
expert1_always,ddos,xss,144
expert1_always,dos,backdoor,0
expert1_always,dos,benign,10
expert1_always,dos,ddos,0
expert1_always,dos,dos,21725
expert1_always,dos,injection,8
expert1_always,dos,mitm,536
expert1_always,dos,password,0
expert1_always,dos,ransomware,0
expert1_always,dos,scanning,0
expert1_always,dos,xss,179
expert1_always,injection,backdoor,0
expert1_always,injection,benign,82
expert1_always,injection,ddos,228
expert1_always,injection,dos,27
expert1_always,injection,injection,66542
expert1_always,injection,mitm,1116
expert1_always,injection,password,132
expert1_always,injection,ransomware,1
expert1_always,injection,scanning,118
expert1_always,injection,xss,645
expert1_always,mitm,backdoor,0
expert1_always,mitm,benign,15
expert1_always,mitm,ddos,2
expert1_always,mitm,dos,0
expert1_always,mitm,injection,1
expert1_always,mitm,mitm,1139
expert1_always,mitm,password,1
expert1_always,mitm,ransomware,0
expert1_always,mitm,scanning,2
expert1_always,mitm,xss,1
expert1_always,password,backdoor,2
expert1_always,password,benign,3
expert1_always,password,ddos,14
expert1_always,password,dos,2
expert1_always,password,injection,158
expert1_always,password,mitm,98
expert1_always,password,password,210509
expert1_always,password,ransomware,0
expert1_always,password,scanning,11
expert1_always,password,xss,154
expert1_always,ransomware,backdoor,0
expert1_always,ransomware,benign,8
expert1_always,ransomware,ddos,9
expert1_always,ransomware,dos,0
expert1_always,ransomware,injection,0
expert1_always,ransomware,mitm,0
expert1_always,ransomware,password,0
expert1_always,ransomware,ransomware,647
expert1_always,ransomware,scanning,14
expert1_always,ransomware,xss,31
expert1_always,scanning,backdoor,0
expert1_always,scanning,benign,1808
expert1_always,scanning,ddos,22
expert1_always,scanning,dos,7
expert1_always,scanning,injection,3
expert1_always,scanning,mitm,16
expert1_always,scanning,password,7
expert1_always,scanning,ransomware,3
expert1_always,scanning,scanning,4162
expert1_always,scanning,xss,1
expert1_always,xss,backdoor,0
expert1_always,xss,benign,288
expert1_always,xss,ddos,2038
expert1_always,xss,dos,90
expert1_always,xss,injection,3399
expert1_always,xss,mitm,613
expert1_always,xss,password,629
expert1_always,xss,ransomware,0
expert1_always,xss,scanning,220
expert1_always,xss,xss,336577
expert2_always,backdoor,backdoor,40010
expert2_always,backdoor,benign,2
expert2_always,backdoor,ddos,4
expert2_always,backdoor,dos,2
expert2_always,backdoor,injection,0
expert2_always,backdoor,mitm,12
expert2_always,backdoor,password,0
expert2_always,backdoor,ransomware,0
expert2_always,backdoor,scanning,0
expert2_always,backdoor,xss,0
expert2_always,benign,backdoor,146
expert2_always,benign,benign,1172261
expert2_always,benign,ddos,3083
expert2_always,benign,dos,368
expert2_always,benign,injection,14147
expert2_always,benign,mitm,68280
expert2_always,benign,password,49700
expert2_always,benign,ransomware,9133
expert2_always,benign,scanning,52679
expert2_always,benign,xss,104505
expert2_always,ddos,backdoor,0
expert2_always,ddos,benign,159
expert2_always,ddos,ddos,100902
expert2_always,ddos,dos,199
expert2_always,ddos,injection,1614
expert2_always,ddos,mitm,246
expert2_always,ddos,password,13
expert2_always,ddos,ransomware,0
expert2_always,ddos,scanning,100
expert2_always,ddos,xss,105
expert2_always,dos,backdoor,0
expert2_always,dos,benign,6
expert2_always,dos,ddos,0
expert2_always,dos,dos,21749
expert2_always,dos,injection,6
expert2_always,dos,mitm,591
expert2_always,dos,password,0
expert2_always,dos,ransomware,0
expert2_always,dos,scanning,2
expert2_always,dos,xss,104
expert2_always,injection,backdoor,0
expert2_always,injection,benign,41
expert2_always,injection,ddos,229
expert2_always,injection,dos,22
expert2_always,injection,injection,66230
expert2_always,injection,mitm,509
expert2_always,injection,password,156
expert2_always,injection,ransomware,0
expert2_always,injection,scanning,859
expert2_always,injection,xss,845
expert2_always,mitm,backdoor,0
expert2_always,mitm,benign,5
expert2_always,mitm,ddos,0
expert2_always,mitm,dos,0
expert2_always,mitm,injection,0
expert2_always,mitm,mitm,1151
expert2_always,mitm,password,2
expert2_always,mitm,ransomware,0
expert2_always,mitm,scanning,3
expert2_always,mitm,xss,0
expert2_always,password,backdoor,0
expert2_always,password,benign,2
expert2_always,password,ddos,15
expert2_always,password,dos,0
expert2_always,password,injection,403
expert2_always,password,mitm,104
expert2_always,password,password,210108
expert2_always,password,ransomware,0
expert2_always,password,scanning,117
expert2_always,password,xss,202
expert2_always,ransomware,backdoor,0
expert2_always,ransomware,benign,3
expert2_always,ransomware,ddos,7
expert2_always,ransomware,dos,0
expert2_always,ransomware,injection,0
expert2_always,ransomware,mitm,0
expert2_always,ransomware,password,5
expert2_always,ransomware,ransomware,649
expert2_always,ransomware,scanning,16
expert2_always,ransomware,xss,29
expert2_always,scanning,backdoor,0
expert2_always,scanning,benign,549
expert2_always,scanning,ddos,9
expert2_always,scanning,dos,1
expert2_always,scanning,injection,2
expert2_always,scanning,mitm,27
expert2_always,scanning,password,0
expert2_always,scanning,ransomware,1
expert2_always,scanning,scanning,5439
expert2_always,scanning,xss,1
expert2_always,xss,backdoor,0
expert2_always,xss,benign,179
expert2_always,xss,ddos,530
expert2_always,xss,dos,5
expert2_always,xss,injection,4179
expert2_always,xss,mitm,9547
expert2_always,xss,password,60
expert2_always,xss,ransomware,0
expert2_always,xss,scanning,545
expert2_always,xss,xss,328809
expert3_always,backdoor,backdoor,40010
expert3_always,backdoor,benign,2
expert3_always,backdoor,ddos,2
expert3_always,backdoor,dos,6
expert3_always,backdoor,injection,0
expert3_always,backdoor,mitm,10
expert3_always,backdoor,password,0
expert3_always,backdoor,ransomware,0
expert3_always,backdoor,scanning,0
expert3_always,backdoor,xss,0
expert3_always,benign,backdoor,74
expert3_always,benign,benign,1186800
expert3_always,benign,ddos,3443
expert3_always,benign,dos,35994
expert3_always,benign,injection,15894
expert3_always,benign,mitm,30604
expert3_always,benign,password,49926
expert3_always,benign,ransomware,12705
expert3_always,benign,scanning,38760
expert3_always,benign,xss,100102
expert3_always,ddos,backdoor,0
expert3_always,ddos,benign,143
expert3_always,ddos,ddos,100992
expert3_always,ddos,dos,328
expert3_always,ddos,injection,1562
expert3_always,ddos,mitm,168
expert3_always,ddos,password,10
expert3_always,ddos,ransomware,0
expert3_always,ddos,scanning,56
expert3_always,ddos,xss,79
expert3_always,dos,backdoor,0
expert3_always,dos,benign,4
expert3_always,dos,ddos,0
expert3_always,dos,dos,22412
expert3_always,dos,injection,4
expert3_always,dos,mitm,30
expert3_always,dos,password,0
expert3_always,dos,ransomware,0
expert3_always,dos,scanning,0
expert3_always,dos,xss,8
expert3_always,injection,backdoor,0
expert3_always,injection,benign,43
expert3_always,injection,ddos,258
expert3_always,injection,dos,171
expert3_always,injection,injection,66156
expert3_always,injection,mitm,1179
expert3_always,injection,password,158
expert3_always,injection,ransomware,1
expert3_always,injection,scanning,104
expert3_always,injection,xss,821
expert3_always,mitm,backdoor,0
expert3_always,mitm,benign,6
expert3_always,mitm,ddos,0
expert3_always,mitm,dos,3
expert3_always,mitm,injection,0
expert3_always,mitm,mitm,1148
expert3_always,mitm,password,2
expert3_always,mitm,ransomware,0
expert3_always,mitm,scanning,2
expert3_always,mitm,xss,0
expert3_always,password,backdoor,0
expert3_always,password,benign,3
expert3_always,password,ddos,46
expert3_always,password,dos,12
expert3_always,password,injection,358
expert3_always,password,mitm,96
expert3_always,password,password,210207
expert3_always,password,ransomware,0
expert3_always,password,scanning,13
expert3_always,password,xss,216
expert3_always,ransomware,backdoor,0
expert3_always,ransomware,benign,10
expert3_always,ransomware,ddos,5
expert3_always,ransomware,dos,0
expert3_always,ransomware,injection,0
expert3_always,ransomware,mitm,0
expert3_always,ransomware,password,0
expert3_always,ransomware,ransomware,680
expert3_always,ransomware,scanning,13
expert3_always,ransomware,xss,1
expert3_always,scanning,backdoor,0
expert3_always,scanning,benign,1735
expert3_always,scanning,ddos,14
expert3_always,scanning,dos,6
expert3_always,scanning,injection,3
expert3_always,scanning,mitm,17
expert3_always,scanning,password,5
expert3_always,scanning,ransomware,4
expert3_always,scanning,scanning,4245
expert3_always,scanning,xss,0
expert3_always,xss,backdoor,0
expert3_always,xss,benign,238
expert3_always,xss,ddos,1264
expert3_always,xss,dos,16177
expert3_always,xss,injection,3399
expert3_always,xss,mitm,3001
expert3_always,xss,password,63
expert3_always,xss,ransomware,0
expert3_always,xss,scanning,156
expert3_always,xss,xss,319556
expert4_always,backdoor,backdoor,40020
expert4_always,backdoor,benign,2
expert4_always,backdoor,ddos,0
expert4_always,backdoor,dos,0
expert4_always,backdoor,injection,4
expert4_always,backdoor,mitm,4
expert4_always,backdoor,password,0
expert4_always,backdoor,ransomware,0
expert4_always,backdoor,scanning,0
expert4_always,backdoor,xss,0
expert4_always,benign,backdoor,198
expert4_always,benign,benign,1036561
expert4_always,benign,ddos,2024
expert4_always,benign,dos,11704
expert4_always,benign,injection,176617
expert4_always,benign,mitm,51071
expert4_always,benign,password,49746
expert4_always,benign,ransomware,42799
expert4_always,benign,scanning,7432
expert4_always,benign,xss,96150
expert4_always,ddos,backdoor,0
expert4_always,ddos,benign,98
expert4_always,ddos,ddos,100872
expert4_always,ddos,dos,206
expert4_always,ddos,injection,1889
expert4_always,ddos,mitm,162
expert4_always,ddos,password,18
expert4_always,ddos,ransomware,0
expert4_always,ddos,scanning,47
expert4_always,ddos,xss,46
expert4_always,dos,backdoor,0
expert4_always,dos,benign,2
expert4_always,dos,ddos,0
expert4_always,dos,dos,21884
expert4_always,dos,injection,270
expert4_always,dos,mitm,302
expert4_always,dos,password,0
expert4_always,dos,ransomware,0
expert4_always,dos,scanning,0
expert4_always,dos,xss,0
expert4_always,injection,backdoor,0
expert4_always,injection,benign,2
expert4_always,injection,ddos,14
expert4_always,injection,dos,6
expert4_always,injection,injection,68711
expert4_always,injection,mitm,63
expert4_always,injection,password,6
expert4_always,injection,ransomware,0
expert4_always,injection,scanning,21
expert4_always,injection,xss,68
expert4_always,mitm,backdoor,0
expert4_always,mitm,benign,7
expert4_always,mitm,ddos,0
expert4_always,mitm,dos,0
expert4_always,mitm,injection,7
expert4_always,mitm,mitm,1143
expert4_always,mitm,password,2
expert4_always,mitm,ransomware,0
expert4_always,mitm,scanning,2
expert4_always,mitm,xss,0
expert4_always,password,backdoor,0
expert4_always,password,benign,4
expert4_always,password,ddos,21
expert4_always,password,dos,2
expert4_always,password,injection,4378
expert4_always,password,mitm,98
expert4_always,password,password,206350
expert4_always,password,ransomware,0
expert4_always,password,scanning,11
expert4_always,password,xss,87
expert4_always,ransomware,backdoor,0
expert4_always,ransomware,benign,5
expert4_always,ransomware,ddos,6
expert4_always,ransomware,dos,0
expert4_always,ransomware,injection,0
expert4_always,ransomware,mitm,0
expert4_always,ransomware,password,0
expert4_always,ransomware,ransomware,685
expert4_always,ransomware,scanning,12
expert4_always,ransomware,xss,1
expert4_always,scanning,backdoor,0
expert4_always,scanning,benign,1713
expert4_always,scanning,ddos,12
expert4_always,scanning,dos,0
expert4_always,scanning,injection,39
expert4_always,scanning,mitm,13
expert4_always,scanning,password,6
expert4_always,scanning,ransomware,5
expert4_always,scanning,scanning,4240
expert4_always,scanning,xss,1
expert4_always,xss,backdoor,4
expert4_always,xss,benign,95
expert4_always,xss,ddos,719
expert4_always,xss,dos,1
expert4_always,xss,injection,33099
expert4_always,xss,mitm,5359
expert4_always,xss,password,40
expert4_always,xss,ransomware,0
expert4_always,xss,scanning,190
expert4_always,xss,xss,304347
expert5_always,backdoor,backdoor,40010
expert5_always,backdoor,benign,2
expert5_always,backdoor,ddos,2
expert5_always,backdoor,dos,4
expert5_always,backdoor,injection,0
expert5_always,backdoor,mitm,8
expert5_always,backdoor,password,0
expert5_always,backdoor,ransomware,0
expert5_always,backdoor,scanning,0
expert5_always,backdoor,xss,4
expert5_always,benign,backdoor,108
expert5_always,benign,benign,1184159
expert5_always,benign,ddos,3752
expert5_always,benign,dos,13317
expert5_always,benign,injection,16461
expert5_always,benign,mitm,54389
expert5_always,benign,password,49959
expert5_always,benign,ransomware,43583
expert5_always,benign,scanning,8121
expert5_always,benign,xss,100453
expert5_always,ddos,backdoor,0
expert5_always,ddos,benign,143
expert5_always,ddos,ddos,101386
expert5_always,ddos,dos,192
expert5_always,ddos,injection,1214
expert5_always,ddos,mitm,184
expert5_always,ddos,password,13
expert5_always,ddos,ransomware,0
expert5_always,ddos,scanning,51
expert5_always,ddos,xss,155
expert5_always,dos,backdoor,0
expert5_always,dos,benign,4
expert5_always,dos,ddos,0
expert5_always,dos,dos,21986
expert5_always,dos,injection,5
expert5_always,dos,mitm,282
expert5_always,dos,password,0
expert5_always,dos,ransomware,0
expert5_always,dos,scanning,1
expert5_always,dos,xss,180
expert5_always,injection,backdoor,0
expert5_always,injection,benign,31
expert5_always,injection,ddos,269
expert5_always,injection,dos,55
expert5_always,injection,injection,66362
expert5_always,injection,mitm,1228
expert5_always,injection,password,183
expert5_always,injection,ransomware,0
expert5_always,injection,scanning,77
expert5_always,injection,xss,686
expert5_always,mitm,backdoor,0
expert5_always,mitm,benign,6
expert5_always,mitm,ddos,0
expert5_always,mitm,dos,0
expert5_always,mitm,injection,0
expert5_always,mitm,mitm,1151
expert5_always,mitm,password,3
expert5_always,mitm,ransomware,0
expert5_always,mitm,scanning,1
expert5_always,mitm,xss,0
expert5_always,password,backdoor,0
expert5_always,password,benign,6
expert5_always,password,ddos,44
expert5_always,password,dos,2
expert5_always,password,injection,257
expert5_always,password,mitm,102
expert5_always,password,password,210303
expert5_always,password,ransomware,0
expert5_always,password,scanning,18
expert5_always,password,xss,219
expert5_always,ransomware,backdoor,0
expert5_always,ransomware,benign,5
expert5_always,ransomware,ddos,6
expert5_always,ransomware,dos,0
expert5_always,ransomware,injection,0
expert5_always,ransomware,mitm,0
expert5_always,ransomware,password,0
expert5_always,ransomware,ransomware,685
expert5_always,ransomware,scanning,12
expert5_always,ransomware,xss,1
expert5_always,scanning,backdoor,0
expert5_always,scanning,benign,1830
expert5_always,scanning,ddos,20
expert5_always,scanning,dos,3
expert5_always,scanning,injection,3
expert5_always,scanning,mitm,25
expert5_always,scanning,password,6
expert5_always,scanning,ransomware,3
expert5_always,scanning,scanning,4134
expert5_always,scanning,xss,5
expert5_always,xss,backdoor,0
expert5_always,xss,benign,217
expert5_always,xss,ddos,1181
expert5_always,xss,dos,24
expert5_always,xss,injection,3448
expert5_always,xss,mitm,1572
expert5_always,xss,password,71
expert5_always,xss,ransomware,0
expert5_always,xss,scanning,150
expert5_always,xss,xss,337191
expert6_always,backdoor,backdoor,40010
expert6_always,backdoor,benign,2
expert6_always,backdoor,ddos,4
expert6_always,backdoor,dos,4
expert6_always,backdoor,injection,0
expert6_always,backdoor,mitm,10
expert6_always,backdoor,password,0
expert6_always,backdoor,ransomware,0
expert6_always,backdoor,scanning,0
expert6_always,backdoor,xss,0
expert6_always,benign,backdoor,120
expert6_always,benign,benign,1193650
expert6_always,benign,ddos,2666
expert6_always,benign,dos,832
expert6_always,benign,injection,5811
expert6_always,benign,mitm,61204
expert6_always,benign,password,50058
expert6_always,benign,ransomware,9151
expert6_always,benign,scanning,47353
expert6_always,benign,xss,103457
expert6_always,ddos,backdoor,0
expert6_always,ddos,benign,532
expert6_always,ddos,ddos,100571
expert6_always,ddos,dos,227
expert6_always,ddos,injection,1541
expert6_always,ddos,mitm,191
expert6_always,ddos,password,74
expert6_always,ddos,ransomware,0
expert6_always,ddos,scanning,35
expert6_always,ddos,xss,167
expert6_always,dos,backdoor,0
expert6_always,dos,benign,47
expert6_always,dos,ddos,0
expert6_always,dos,dos,22170
expert6_always,dos,injection,6
expert6_always,dos,mitm,78
expert6_always,dos,password,0
expert6_always,dos,ransomware,0
expert6_always,dos,scanning,0
expert6_always,dos,xss,157
expert6_always,injection,backdoor,0
expert6_always,injection,benign,91
expert6_always,injection,ddos,280
expert6_always,injection,dos,94
expert6_always,injection,injection,66175
expert6_always,injection,mitm,1199
expert6_always,injection,password,311
expert6_always,injection,ransomware,3
expert6_always,injection,scanning,68
expert6_always,injection,xss,670
expert6_always,mitm,backdoor,0
expert6_always,mitm,benign,15
expert6_always,mitm,ddos,1
expert6_always,mitm,dos,1
expert6_always,mitm,injection,2
expert6_always,mitm,mitm,1138
expert6_always,mitm,password,1
expert6_always,mitm,ransomware,0
expert6_always,mitm,scanning,2
expert6_always,mitm,xss,1
expert6_always,password,backdoor,0
expert6_always,password,benign,29
expert6_always,password,ddos,15
expert6_always,password,dos,0
expert6_always,password,injection,147
expert6_always,password,mitm,93
expert6_always,password,password,210603
expert6_always,password,ransomware,0
expert6_always,password,scanning,14
expert6_always,password,xss,50
expert6_always,ransomware,backdoor,0
expert6_always,ransomware,benign,31
expert6_always,ransomware,ddos,8
expert6_always,ransomware,dos,0
expert6_always,ransomware,injection,0
expert6_always,ransomware,mitm,0
expert6_always,ransomware,password,0
expert6_always,ransomware,ransomware,648
expert6_always,ransomware,scanning,11
expert6_always,ransomware,xss,11
expert6_always,scanning,backdoor,0
expert6_always,scanning,benign,1844
expert6_always,scanning,ddos,25
expert6_always,scanning,dos,1
expert6_always,scanning,injection,4
expert6_always,scanning,mitm,22
expert6_always,scanning,password,8
expert6_always,scanning,ransomware,8
expert6_always,scanning,scanning,4114
expert6_always,scanning,xss,3
expert6_always,xss,backdoor,0
expert6_always,xss,benign,2180
expert6_always,xss,ddos,687
expert6_always,xss,dos,4397
expert6_always,xss,injection,2232
expert6_always,xss,mitm,856
expert6_always,xss,password,144
expert6_always,xss,ransomware,1
expert6_always,xss,scanning,57
expert6_always,xss,xss,333300
expert7_always,backdoor,backdoor,40012
expert7_always,backdoor,benign,2
expert7_always,backdoor,ddos,4
expert7_always,backdoor,dos,0
expert7_always,backdoor,injection,0
expert7_always,backdoor,mitm,8
expert7_always,backdoor,password,0
expert7_always,backdoor,ransomware,0
expert7_always,backdoor,scanning,0
expert7_always,backdoor,xss,4
expert7_always,benign,backdoor,62
expert7_always,benign,benign,1056910
expert7_always,benign,ddos,4349
expert7_always,benign,dos,518
expert7_always,benign,injection,546
expert7_always,benign,mitm,65023
expert7_always,benign,password,50022
expert7_always,benign,ransomware,42665
expert7_always,benign,scanning,7476
expert7_always,benign,xss,246731
expert7_always,ddos,backdoor,0
expert7_always,ddos,benign,116
expert7_always,ddos,ddos,100582
expert7_always,ddos,dos,207
expert7_always,ddos,injection,778
expert7_always,ddos,mitm,157
expert7_always,ddos,password,115
expert7_always,ddos,ransomware,1
expert7_always,ddos,scanning,25
expert7_always,ddos,xss,1357
expert7_always,dos,backdoor,0
expert7_always,dos,benign,3
expert7_always,dos,ddos,17
expert7_always,dos,dos,22140
expert7_always,dos,injection,1
expert7_always,dos,mitm,38
expert7_always,dos,password,0
expert7_always,dos,ransomware,0
expert7_always,dos,scanning,0
expert7_always,dos,xss,259
expert7_always,injection,backdoor,8
expert7_always,injection,benign,14
expert7_always,injection,ddos,242
expert7_always,injection,dos,16
expert7_always,injection,injection,64060
expert7_always,injection,mitm,1103
expert7_always,injection,password,208
expert7_always,injection,ransomware,0
expert7_always,injection,scanning,111
expert7_always,injection,xss,3129
expert7_always,mitm,backdoor,0
expert7_always,mitm,benign,9
expert7_always,mitm,ddos,0
expert7_always,mitm,dos,0
expert7_always,mitm,injection,0
expert7_always,mitm,mitm,1138
expert7_always,mitm,password,1
expert7_always,mitm,ransomware,0
expert7_always,mitm,scanning,2
expert7_always,mitm,xss,11
expert7_always,password,backdoor,0
expert7_always,password,benign,4
expert7_always,password,ddos,32
expert7_always,password,dos,0
expert7_always,password,injection,12
expert7_always,password,mitm,77
expert7_always,password,password,209403
expert7_always,password,ransomware,0
expert7_always,password,scanning,10
expert7_always,password,xss,1413
expert7_always,ransomware,backdoor,0
expert7_always,ransomware,benign,10
expert7_always,ransomware,ddos,8
expert7_always,ransomware,dos,0
expert7_always,ransomware,injection,0
expert7_always,ransomware,mitm,0
expert7_always,ransomware,password,0
expert7_always,ransomware,ransomware,678
expert7_always,ransomware,scanning,12
expert7_always,ransomware,xss,1
expert7_always,scanning,backdoor,0
expert7_always,scanning,benign,2024
expert7_always,scanning,ddos,16
expert7_always,scanning,dos,2
expert7_always,scanning,injection,4
expert7_always,scanning,mitm,37
expert7_always,scanning,password,5
expert7_always,scanning,ransomware,8
expert7_always,scanning,scanning,3932
expert7_always,scanning,xss,1
expert7_always,xss,backdoor,0
expert7_always,xss,benign,24
expert7_always,xss,ddos,2
expert7_always,xss,dos,0
expert7_always,xss,injection,22
expert7_always,xss,mitm,71
expert7_always,xss,password,6
expert7_always,xss,ransomware,0
expert7_always,xss,scanning,7
expert7_always,xss,xss,343722
scorer_only,backdoor,backdoor,39998
scorer_only,backdoor,benign,24
scorer_only,backdoor,ddos,2
scorer_only,backdoor,dos,0
scorer_only,backdoor,injection,0
scorer_only,backdoor,mitm,6
scorer_only,backdoor,password,0
scorer_only,backdoor,ransomware,0
scorer_only,backdoor,scanning,0
scorer_only,backdoor,xss,0
scorer_only,benign,backdoor,65
scorer_only,benign,benign,1271563
scorer_only,benign,ddos,1156
scorer_only,benign,dos,129
scorer_only,benign,injection,3256
scorer_only,benign,mitm,28836
scorer_only,benign,password,50556
