model,class,support,TP,FP,FN,f1
designed_e2_calibrated,backdoor,40030,40010,125,20,0.9981912305869145
designed_e2_calibrated,benign,1474302,1235880,2003,238422,0.9113537608975789
designed_e2_calibrated,ddos,103338,101736,3641,1602,0.9748796205351795
designed_e2_calibrated,dos,22458,21879,1235,579,0.9601948564908277
designed_e2_calibrated,injection,68891,66215,21279,2676,0.8468203472200019
designed_e2_calibrated,mitm,1161,1146,69908,15,0.03173855847123174
designed_e2_calibrated,password,210951,209154,50079,1797,0.8896687254351487
designed_e2_calibrated,ransomware,709,648,12250,61,0.095245094436687
designed_e2_calibrated,scanning,6029,5504,6686,525,0.6042044019979143
designed_e2_calibrated,xss,343854,316219,106126,27635,0.8254226382441116
designed_e3_raw,backdoor,40030,40010,93,20,0.9985898443837121
designed_e3_raw,benign,1474302,1262616,8775,211686,0.9197066095881805
designed_e3_raw,ddos,103338,101693,4448,1645,0.970913552193776
designed_e3_raw,dos,22458,22136,1110,322,0.968667950288815
designed_e3_raw,injection,68891,66248,16630,2643,0.8730109574419018
designed_e3_raw,mitm,1161,1138,41303,23,0.052199440392642536
designed_e3_raw,password,210951,209930,50572,1021,0.8905659737025748
designed_e3_raw,ransomware,709,706,10696,3,0.11658822558005119
designed_e3_raw,scanning,6029,3919,1919,2110,0.6604870649700851
designed_e3_raw,xss,343854,327818,99963,16036,0.8496711528118864
designed_e3_calibrated,backdoor,40030,40010,93,20,0.9985898443837121
designed_e3_calibrated,benign,1474302,1262616,8775,211686,0.9197066095881805
designed_e3_calibrated,ddos,103338,101693,4448,1645,0.970913552193776
designed_e3_calibrated,dos,22458,22136,1110,322,0.968667950288815
designed_e3_calibrated,injection,68891,66248,16630,2643,0.8730109574419018
designed_e3_calibrated,mitm,1161,1138,41303,23,0.052199440392642536
designed_e3_calibrated,password,210951,209930,50572,1021,0.8905659737025748
designed_e3_calibrated,ransomware,709,706,10696,3,0.11658822558005119
designed_e3_calibrated,scanning,6029,3919,1919,2110,0.6604870649700851
designed_e3_calibrated,xss,343854,327818,99963,16036,0.8496711528118864
designed_e4_raw,backdoor,40030,40012,178,18,0.9975567190226876
designed_e4_raw,benign,1474302,1107680,2307,366622,0.8572415855966573
designed_e4_raw,ddos,103338,101404,3355,1934,0.9745839680533598
designed_e4_raw,dos,22458,22366,15282,92,0.7442185472332213
designed_e4_raw,injection,68891,68457,166163,434,0.4511006190879408
designed_e4_raw,mitm,1161,1136,64741,25,0.033891225871893554
designed_e4_raw,password,210951,209051,49623,1900,0.8902890604205483
designed_e4_raw,ransomware,709,651,10044,58,0.1141704665029814
designed_e4_raw,scanning,6029,4014,954,2015,0.7300172774393017
designed_e4_raw,xss,343854,307873,96432,35981,0.8230148938928757
designed_e4_calibrated,backdoor,40030,40012,178,18,0.9975567190226876
designed_e4_calibrated,benign,1474302,1107680,2307,366622,0.8572415855966573
designed_e4_calibrated,ddos,103338,101404,3355,1934,0.9745839680533598
designed_e4_calibrated,dos,22458,22366,15282,92,0.7442185472332213
designed_e4_calibrated,injection,68891,68457,166163,434,0.4511006190879408
designed_e4_calibrated,mitm,1161,1136,64741,25,0.033891225871893554
designed_e4_calibrated,password,210951,209051,49623,1900,0.8902890604205483
designed_e4_calibrated,ransomware,709,651,10044,58,0.1141704665029814
designed_e4_calibrated,scanning,6029,4014,954,2015,0.7300172774393017
designed_e4_calibrated,xss,343854,307873,96432,35981,0.8230148938928757
designed_fixed_region,backdoor,40030,40012,107,18,0.9984404047461602
designed_fixed_region,benign,1474302,1236258,1738,238044,0.9115945224307949
designed_fixed_region,ddos,103338,101210,2571,2128,0.9773125594465017
designed_fixed_region,dos,22458,22331,12919,127,0.7739308241491648
designed_fixed_region,injection,68891,66724,10759,2167,0.9116919671526365
designed_fixed_region,mitm,1161,1136,60320,25,0.03628407620933612
designed_fixed_region,password,210951,210486,50493,465,0.8920221219248617
designed_fixed_region,ransomware,709,648,9948,61,0.11463954002653694
designed_fixed_region,scanning,6029,5065,2252,964,0.7590289225236025
designed_fixed_region,xss,343854,322647,114099,21207,0.8266641045349731
designed_validation_region_reference,backdoor,40030,40012,157,18,0.997817927904338
designed_validation_region_reference,benign,1474302,1233008,2901,241294,0.9098981592208134
designed_validation_region_reference,ddos,103338,101751,5117,1587,0.9681074755240098
designed_validation_region_reference,dos,22458,22337,13343,121,0.7684130861054732
designed_validation_region_reference,injection,68891,67370,22244,1521,0.8500678212043784
designed_validation_region_reference,mitm,1161,1138,63414,23,0.03463546025900507
designed_validation_region_reference,password,210951,209208,50112,1743,0.8897337917923921
designed_validation_region_reference,ransomware,709,648,10733,61,0.10719602977667494
designed_validation_region_reference,scanning,6029,4318,2736,1711,0.6600932507834595
designed_validation_region_reference,xss,343854,314987,106189,28867,0.8234631321647518
designed_region_constant,backdoor,40030,0,0,40030,0.0
designed_region_constant,benign,1474302,0,0,1474302,0.0
designed_region_constant,ddos,103338,0,0,103338,0.0
designed_region_constant,dos,22458,0,0,22458,0.0
designed_region_constant,injection,68891,0,0,68891,0.0
designed_region_constant,mitm,1161,0,0,1161,0.0
designed_region_constant,password,210951,0,0,210951,0.0
designed_region_constant,ransomware,709,646,12380,63,0.09406625409537678
designed_region_constant,scanning,6029,4792,3362,1237,0.6757385602481845
designed_region_constant,xss,343854,343527,1907016,327,0.26482223036798147
matched_random_e1_raw,backdoor,40030,40020,196,10,0.9974328938514069
matched_random_e1_raw,benign,1474302,1239165,2648,235137,0.9124540013953754
matched_random_e1_raw,ddos,103338,101478,3558,1860,0.9739986754585505
matched_random_e1_raw,dos,22458,22216,933,242,0.9742364110772469
matched_random_e1_raw,injection,68891,68255,13028,636,0.9090122125001665
matched_random_e1_raw,mitm,1161,1130,55987,31,0.03877964240365146
matched_random_e1_raw,password,210951,210010,49974,941,0.8918852920254388
matched_random_e1_raw,ransomware,709,648,8607,61,0.13006824568446407
matched_random_e1_raw,scanning,6029,4025,1285,2004,0.7099391480730223
matched_random_e1_raw,xss,343854,339400,109160,4454,0.8566229269043707
matched_random_e1_calibrated,backdoor,40030,40020,196,10,0.9974328938514069
matched_random_e1_calibrated,benign,1474302,1239165,2648,235137,0.9124540013953754
matched_random_e1_calibrated,ddos,103338,101478,3558,1860,0.9739986754585505
matched_random_e1_calibrated,dos,22458,22216,933,242,0.9742364110772469
matched_random_e1_calibrated,injection,68891,68255,13028,636,0.9090122125001665
matched_random_e1_calibrated,mitm,1161,1130,55987,31,0.03877964240365146
matched_random_e1_calibrated,password,210951,210010,49974,941,0.8918852920254388
matched_random_e1_calibrated,ransomware,709,648,8607,61,0.13006824568446407
matched_random_e1_calibrated,scanning,6029,4025,1285,2004,0.7099391480730223
matched_random_e1_calibrated,xss,343854,339400,109160,4454,0.8566229269043707
matched_random_e2_raw,backdoor,40030,40010,120,20,0.998253493013972
matched_random_e2_raw,benign,1474302,1228805,2612,245497,0.908302007710335
matched_random_e2_raw,ddos,103338,101683,3575,1655,0.9749276112677137
matched_random_e2_raw,dos,22458,21835,1647,623,0.9505877231171093
matched_random_e2_raw,injection,68891,66214,22290,2677,0.8413736141554687
matched_random_e2_raw,mitm,1161,1146,77824,15,0.028603162321698218
matched_random_e2_raw,password,210951,209078,50393,1873,0.8888955023362003
matched_random_e2_raw,ransomware,709,648,12185,61,0.09570225963668587
matched_random_e2_raw,scanning,6029,5564,6403,465,0.6183596354745499
matched_random_e2_raw,xss,343854,313218,106473,30636,0.8204310158536825
matched_random_e2_calibrated,backdoor,40030,40010,120,20,0.998253493013972
matched_random_e2_calibrated,benign,1474302,1228805,2612,245497,0.908302007710335
matched_random_e2_calibrated,ddos,103338,101683,3575,1655,0.9749276112677137
matched_random_e2_calibrated,dos,22458,21835,1647,623,0.9505877231171093
matched_random_e2_calibrated,injection,68891,66214,22290,2677,0.8413736141554687
matched_random_e2_calibrated,mitm,1161,1146,77824,15,0.028603162321698218
matched_random_e2_calibrated,password,210951,209078,50393,1873,0.8888955023362003
matched_random_e2_calibrated,ransomware,709,648,12185,61,0.09570225963668587
matched_random_e2_calibrated,scanning,6029,5564,6403,465,0.6183596354745499
matched_random_e2_calibrated,xss,343854,313218,106473,30636,0.8204310158536825
matched_random_e3_raw,backdoor,40030,40010,93,20,0.9985898443837121
matched_random_e3_raw,benign,1474302,1262616,8775,211686,0.9197066095881805
matched_random_e3_raw,ddos,103338,101693,4448,1645,0.970913552193776
matched_random_e3_raw,dos,22458,22136,1110,322,0.968667950288815
matched_random_e3_raw,injection,68891,66248,16630,2643,0.8730109574419018
matched_random_e3_raw,mitm,1161,1138,41303,23,0.052199440392642536
matched_random_e3_raw,password,210951,209930,50572,1021,0.8905659737025748
matched_random_e3_raw,ransomware,709,706,10696,3,0.11658822558005119
matched_random_e3_raw,scanning,6029,3919,1919,2110,0.6604870649700851
matched_random_e3_raw,xss,343854,327818,99963,16036,0.8496711528118864
matched_random_e3_calibrated,backdoor,40030,40010,93,20,0.9985898443837121
matched_random_e3_calibrated,benign,1474302,1262616,8775,211686,0.9197066095881805
matched_random_e3_calibrated,ddos,103338,101693,4448,1645,0.970913552193776
matched_random_e3_calibrated,dos,22458,22136,1110,322,0.968667950288815
matched_random_e3_calibrated,injection,68891,66248,16630,2643,0.8730109574419018
matched_random_e3_calibrated,mitm,1161,1138,41303,23,0.052199440392642536
matched_random_e3_calibrated,password,210951,209930,50572,1021,0.8905659737025748
matched_random_e3_calibrated,ransomware,709,706,10696,3,0.11658822558005119
matched_random_e3_calibrated,scanning,6029,3919,1919,2110,0.6604870649700851
matched_random_e3_calibrated,xss,343854,327818,99963,16036,0.8496711528118864
matched_random_e4_raw,backdoor,40030,40010,98,20,0.9985275399935112
matched_random_e4_raw,benign,1474302,1204630,4893,269672,0.8976963848238987
matched_random_e4_raw,ddos,103338,101600,3153,1738,0.9764958599843337
matched_random_e4_raw,dos,22458,22160,1969,298,0.9513383561937879
matched_random_e4_raw,injection,68891,68111,16682,780,0.8863772416126597
matched_random_e4_raw,mitm,1161,1147,67509,14,0.03285732701204578
matched_random_e4_raw,password,210951,210187,50186,764,0.891900263937334
matched_random_e4_raw,ransomware,709,652,40713,57,0.030993012311641394
matched_random_e4_raw,scanning,6029,4404,1329,1625,0.7488522360142833
matched_random_e4_raw,xss,343854,330189,102101,13665,0.8508446886144839
matched_random_e4_calibrated,backdoor,40030,40010,98,20,0.9985275399935112
matched_random_e4_calibrated,benign,1474302,1204630,4893,269672,0.8976963848238987
matched_random_e4_calibrated,ddos,103338,101600,3153,1738,0.9764958599843337
matched_random_e4_calibrated,dos,22458,22160,1969,298,0.9513383561937879
matched_random_e4_calibrated,injection,68891,68111,16682,780,0.8863772416126597
matched_random_e4_calibrated,mitm,1161,1147,67509,14,0.03285732701204578
matched_random_e4_calibrated,password,210951,210187,50186,764,0.891900263937334
matched_random_e4_calibrated,ransomware,709,652,40713,57,0.030993012311641394
matched_random_e4_calibrated,scanning,6029,4404,1329,1625,0.7488522360142833
matched_random_e4_calibrated,xss,343854,330189,102101,13665,0.8508446886144839
matched_random_fixed_region,backdoor,40030,40010,146,20,0.9979298131843464
matched_random_fixed_region,benign,1474302,1236404,2076,237898,0.9115395192094315
matched_random_fixed_region,ddos,103338,101460,2069,1878,0.9809201080887721
matched_random_fixed_region,dos,22458,22160,1905,298,0.9526470777894804
matched_random_fixed_region,injection,68891,68112,12477,779,0.9113192400321113
matched_random_fixed_region,mitm,1161,1147,63150,14,0.03504537260533472
matched_random_fixed_region,password,210951,209955,49991,996,0.8917236678084591
matched_random_fixed_region,ransomware,709,648,10079,61,0.11332633788037776
matched_random_fixed_region,scanning,6029,4875,1961,1154,0.757870190439176
matched_random_fixed_region,xss,343854,334275,108823,9579,0.8495435553883846
matched_random_validation_region_reference,backdoor,40030,40020,170,10,0.9977561705310396
matched_random_validation_region_reference,benign,1474302,1231403,3386,242899,0.9090894325808915
matched_random_validation_region_reference,ddos,103338,101703,5067,1635,0.9681021189102748
matched_random_validation_region_reference,dos,22458,22219,1601,239,0.9602402869614072
matched_random_validation_region_reference,injection,68891,67347,18043,1544,0.8730433429910358
matched_random_validation_region_reference,mitm,1161,1131,59952,30,0.03634085213032581
matched_random_validation_region_reference,password,210951,209133,50407,1818,0.8889989394058547
matched_random_validation_region_reference,ransomware,709,648,10706,61,0.10743596120368068
matched_random_validation_region_reference,scanning,6029,4709,2611,1320,0.7055210128099483
matched_random_validation_region_reference,xss,343854,333992,107475,9862,0.8505872121081698
matched_random_region_constant,backdoor,40030,0,0,40030,0.0
matched_random_region_constant,benign,1474302,0,0,1474302,0.0
matched_random_region_constant,ddos,103338,0,0,103338,0.0
matched_random_region_constant,dos,22458,0,0,22458,0.0
matched_random_region_constant,injection,68891,0,0,68891,0.0
matched_random_region_constant,mitm,1161,0,0,1161,0.0
matched_random_region_constant,password,210951,0,0,210951,0.0
matched_random_region_constant,ransomware,709,646,12380,63,0.09406625409537678
matched_random_region_constant,scanning,6029,4792,3362,1237,0.6757385602481845
matched_random_region_constant,xss,343854,343527,1907016,327,0.26482223036798147
balanced_random_e1_raw,backdoor,40030,40014,200,16,0.9973082099596231
balanced_random_e1_raw,benign,1474302,1240512,1163,233790,0.9134922718417718
balanced_random_e1_raw,ddos,103338,100258,3238,3080,0.9694537648549078
balanced_random_e1_raw,dos,22458,21983,1677,475,0.9533370918079709
balanced_random_e1_raw,injection,68891,68366,16137,525,0.8913777592343899
balanced_random_e1_raw,mitm,1161,1135,59683,26,0.03662530857225835
balanced_random_e1_raw,password,210951,210406,49964,545,0.8928352439208098
balanced_random_e1_raw,ransomware,709,705,8895,4,0.13677369288970803
balanced_random_e1_raw,scanning,6029,5693,3028,336,0.7719322033898305
balanced_random_e1_raw,xss,343854,332034,106632,11820,0.8486275111179267
balanced_random_e1_calibrated,backdoor,40030,40014,200,16,0.9973082099596231
balanced_random_e1_calibrated,benign,1474302,1240512,1163,233790,0.9134922718417718
balanced_random_e1_calibrated,ddos,103338,100258,3238,3080,0.9694537648549078
balanced_random_e1_calibrated,dos,22458,21983,1677,475,0.9533370918079709
balanced_random_e1_calibrated,injection,68891,68366,16137,525,0.8913777592343899
balanced_random_e1_calibrated,mitm,1161,1135,59683,26,0.03662530857225835
balanced_random_e1_calibrated,password,210951,210406,49964,545,0.8928352439208098
balanced_random_e1_calibrated,ransomware,709,705,8895,4,0.13677369288970803
balanced_random_e1_calibrated,scanning,6029,5693,3028,336,0.7719322033898305
balanced_random_e1_calibrated,xss,343854,332034,106632,11820,0.8486275111179267
balanced_random_e2_raw,backdoor,40030,40010,111,20,0.998365584958391
balanced_random_e2_raw,benign,1474302,1253053,5909,221249,0.9168913065111896
balanced_random_e2_raw,ddos,103338,100601,2674,2737,0.9738109412282867
balanced_random_e2_raw,dos,22458,20994,1487,1464,0.9343332072364761
balanced_random_e2_raw,injection,68891,66467,17762,2424,0.8681687565308255
balanced_random_e2_raw,mitm,1161,1140,76956,21,0.028767175139104432
balanced_random_e2_raw,password,210951,210054,50165,897,0.8916272258420528
balanced_random_e2_raw,ransomware,709,705,10380,4,0.11955231473630659
balanced_random_e2_raw,scanning,6029,5286,3173,743,0.7297073440088349
balanced_random_e2_raw,xss,343854,307281,97515,36573,0.8208936084952915
balanced_random_e2_calibrated,backdoor,40030,40010,111,20,0.998365584958391
balanced_random_e2_calibrated,benign,1474302,1253053,5909,221249,0.9168913065111896
balanced_random_e2_calibrated,ddos,103338,100601,2674,2737,0.9738109412282867
balanced_random_e2_calibrated,dos,22458,20994,1487,1464,0.9343332072364761
balanced_random_e2_calibrated,injection,68891,66467,17762,2424,0.8681687565308255
balanced_random_e2_calibrated,mitm,1161,1140,76956,21,0.028767175139104432
balanced_random_e2_calibrated,password,210951,210054,50165,897,0.8916272258420528
balanced_random_e2_calibrated,ransomware,709,705,10380,4,0.11955231473630659
balanced_random_e2_calibrated,scanning,6029,5286,3173,743,0.7297073440088349
balanced_random_e2_calibrated,xss,343854,307281,97515,36573,0.8208936084952915
balanced_random_e3_raw,backdoor,40030,40010,106,20,0.9984278691388216
balanced_random_e3_raw,benign,1474302,1253266,7645,221036,0.9163937141275652
balanced_random_e3_raw,ddos,103338,101849,4746,1489,0.9703000481105877
balanced_random_e3_raw,dos,22458,22133,4568,325,0.900465835350597
balanced_random_e3_raw,injection,68891,66121,16043,2770,0.87545595974976
balanced_random_e3_raw,mitm,1161,1122,52532,39,0.040937699534798866
balanced_random_e3_raw,password,210951,210068,50361,883,0.8912894055751198
balanced_random_e3_raw,ransomware,709,680,10678,29,0.1127040689483716
balanced_random_e3_raw,scanning,6029,4821,1983,1208,0.7513441907582015
balanced_random_e3_raw,xss,343854,324741,98250,19113,0.8469534260508969
balanced_random_e3_calibrated,backdoor,40030,40010,106,20,0.9984278691388216
balanced_random_e3_calibrated,benign,1474302,1253266,7645,221036,0.9163937141275652
balanced_random_e3_calibrated,ddos,103338,101849,4746,1489,0.9703000481105877
balanced_random_e3_calibrated,dos,22458,22133,4568,325,0.900465835350597
balanced_random_e3_calibrated,injection,68891,66121,16043,2770,0.87545595974976
balanced_random_e3_calibrated,mitm,1161,1122,52532,39,0.040937699534798866
balanced_random_e3_calibrated,password,210951,210068,50361,883,0.8912894055751198
balanced_random_e3_calibrated,ransomware,709,680,10678,29,0.1127040689483716
balanced_random_e3_calibrated,scanning,6029,4821,1983,1208,0.7513441907582015
balanced_random_e3_calibrated,xss,343854,324741,98250,19113,0.8469534260508969
balanced_random_e4_raw,backdoor,40030,40010,100,20,0.9985026204142751
balanced_random_e4_raw,benign,1474302,1251674,2854,222628,0.9173704481407783
balanced_random_e4_raw,ddos,103338,101825,2886,1513,0.9788559425904474
balanced_random_e4_raw,dos,22458,21763,1119,695,0.9599911777679753
balanced_random_e4_raw,injection,68891,66307,16691,2584,0.8730981177043762
balanced_random_e4_raw,mitm,1161,1145,75740,16,0.02934167029700433
balanced_random_e4_raw,password,210951,210254,50347,697,0.8917531894679696
balanced_random_e4_raw,ransomware,709,706,10630,3,0.11722706517227065
balanced_random_e4_raw,scanning,6029,4857,2067,1172,0.7499420983555933
balanced_random_e4_raw,xss,343854,314027,96721,29827,0.832298350653722
balanced_random_e4_calibrated,backdoor,40030,40010,100,20,0.9985026204142751
balanced_random_e4_calibrated,benign,1474302,1251674,2854,222628,0.9173704481407783
balanced_random_e4_calibrated,ddos,103338,101825,2886,1513,0.9788559425904474
balanced_random_e4_calibrated,dos,22458,21763,1119,695,0.9599911777679753
balanced_random_e4_calibrated,injection,68891,66307,16691,2584,0.8730981177043762
balanced_random_e4_calibrated,mitm,1161,1145,75740,16,0.02934167029700433
balanced_random_e4_calibrated,password,210951,210254,50347,697,0.8917531894679696
balanced_random_e4_calibrated,ransomware,709,706,10630,3,0.11722706517227065
balanced_random_e4_calibrated,scanning,6029,4857,2067,1172,0.7499420983555933
balanced_random_e4_calibrated,xss,343854,314027,96721,29827,0.832298350653722
balanced_random_fixed_region,backdoor,40030,40010,144,20,0.9979547041803851
balanced_random_fixed_region,benign,1474302,1245786,1254,228516,0.915567392852497
balanced_random_fixed_region,ddos,103338,100243,1760,3095,0.9763564022771877
balanced_random_fixed_region,dos,22458,21769,1524,689,0.9516294725798343
balanced_random_fixed_region,injection,68891,67269,15197,1622,0.8888786114946782
balanced_random_fixed_region,mitm,1161,1146,73398,15,0.030275411135327918
balanced_random_fixed_region,password,210951,210349,49963,602,0.8927032251630194
balanced_random_fixed_region,ransomware,709,705,10208,4,0.12132163138874548
balanced_random_fixed_region,scanning,6029,5605,3123,424,0.7596394931219083
balanced_random_fixed_region,xss,343854,316755,105515,27099,0.8269026946029624
balanced_random_validation_region_reference,backdoor,40030,40014,200,16,0.9973082099596231
balanced_random_validation_region_reference,benign,1474302,1240512,1163,233790,0.9134922718417718
balanced_random_validation_region_reference,ddos,103338,100258,3238,3080,0.9694537648549078
balanced_random_validation_region_reference,dos,22458,21983,1677,475,0.9533370918079709
balanced_random_validation_region_reference,injection,68891,68366,16137,525,0.8913777592343899
balanced_random_validation_region_reference,mitm,1161,1135,59683,26,0.03662530857225835
balanced_random_validation_region_reference,password,210951,210406,49964,545,0.8928352439208098
balanced_random_validation_region_reference,ransomware,709,705,8895,4,0.13677369288970803
balanced_random_validation_region_reference,scanning,6029,5693,3028,336,0.7719322033898305
balanced_random_validation_region_reference,xss,343854,332034,106632,11820,0.8486275111179267
balanced_random_region_constant,backdoor,40030,0,0,40030,0.0
balanced_random_region_constant,benign,1474302,0,0,1474302,0.0
balanced_random_region_constant,ddos,103338,0,0,103338,0.0
balanced_random_region_constant,dos,22458,0,0,22458,0.0
balanced_random_region_constant,injection,68891,0,0,68891,0.0
balanced_random_region_constant,mitm,1161,0,0,1161,0.0
balanced_random_region_constant,password,210951,0,0,210951,0.0
balanced_random_region_constant,ransomware,709,646,12380,63,0.09406625409537678
balanced_random_region_constant,scanning,6029,4792,3362,1237,0.6757385602481845
balanced_random_region_constant,xss,343854,343527,1907016,327,0.26482223036798147
