true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Main_accept,Rare_Micro_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Main_margin,Rare_Micro_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Main_stability,Rare_Micro_stability
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-7.732542514801025,-14.96757698059082,0.5367847681045532,1.9531663656234741,0.46721404790878296,0.9325307011604309,0.9966634511947632,0.9977132081985474
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.3396108150482178,-2.3483688831329346,0.22841432690620422,0.739291250705719,0.34041628241539,0.9288414716720581,0.9836136102676392,0.9975672960281372
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-4.393080711364746,-5.075381755828857,0.4538598656654358,1.9531663656234741,0.49605727195739746,0.8059711456298828,0.9974522590637207,0.9977596402168274
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-3.2304935455322266,-2.3959343433380127,0.13663142919540405,0.739291250705719,0.41084012389183044,0.9812320470809937,0.89215487241745,0.9980400204658508
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.471676826477051,-0.5523794889450073,2.2208313941955566,1.0527549982070923,0.3458370864391327,0.9816485643386841,0.9999886751174927,0.9997108578681946
bot,bot,WebBot_Main,only_accept,False,False,True,True,-8.439306259155273,-1.3841098546981812,2.220928907394409,1.0527549982070923,0.5301737189292908,0.8448473215103149,0.9999908208847046,0.999721884727478
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.652770042419434,-0.5523794889450073,2.220798969268799,1.0527549982070923,0.49078482389450073,0.9853636026382446,0.9999743700027466,0.9996887445449829
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.4582877159118652,-11.642289161682129,2.2208101749420166,-3.1776092052459717,0.7292090654373169,0.943366527557373,0.9999771118164062,0.9971288442611694
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.200641632080078,-2.3959343433380127,0.10153324902057648,0.739291250705719,0.5193874835968018,0.9437019228935242,0.9422513246536255,0.997589111328125
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,True,2.375770092010498,-10.71226978302002,1.2662131786346436,1.1339830160140991,0.9972511529922485,0.8934008479118347,0.9865301251411438,0.9981943964958191
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,False,-2.0873680114746094,-5.939344882965088,0.19073781371116638,-4.065326690673828,0.8778899908065796,0.9683996438980103,0.6340252757072449,0.9981161952018738
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-1.2940630912780762,-1.9124841690063477,0.2229405790567398,0.739291250705719,0.5521459579467773,0.929526686668396,0.9777928590774536,0.997589111328125
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.0219361782073975,-2.3959343433380127,0.06674104928970337,0.739291250705719,0.2378832846879959,0.9265148043632507,0.972687840461731,0.9985781908035278
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,False,-1.9514226913452148,-6.049468040466309,0.31256765127182007,-4.065326690673828,0.9295531511306763,0.955579936504364,0.325427383184433,0.9976299405097961
bot,bot,WebBot_Main,meta_router,False,True,True,False,-9.322957992553711,1.0609341859817505,2.220815896987915,-2.9749083518981934,0.3333353102207184,0.8870905637741089,0.9999839663505554,0.9995802044868469
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,True,2.3758554458618164,-9.525007247924805,1.2625662088394165,1.1339830160140991,0.9929660558700562,0.8886391520500183,0.9871543049812317,0.9976595640182495
bot,bot,WebBot_Main,meta_router,False,True,True,False,-9.154526710510254,1.0609341859817505,2.220815896987915,-2.9749083518981934,0.5404978394508362,0.8139718770980835,0.9999724626541138,0.9987932443618774
web-attack-�-brute-force,web-attack-�-sql-injection,Rare_Micro,fallback_accept,False,False,False,True,-3.0183603763580322,-2.395932197570801,-0.02866489626467228,0.739291250705719,0.37355151772499084,0.9468578100204468,0.8987700343132019,0.9990290403366089
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.200641632080078,-1.9124841690063477,0.17496171593666077,0.739291250705719,0.27526000142097473,0.9279482960700989,0.9922472834587097,0.9985345005989075
bot,bot,WebBot_Main,meta_router,False,True,True,False,-9.322957992553711,1.0609341859817505,2.220815896987915,-2.9749083518981934,0.5448988080024719,0.860224723815918,0.9999607801437378,0.998432993888855
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.244037628173828,-0.5524073243141174,2.2209184169769287,1.0527549982070923,0.4238487184047699,0.9816496968269348,0.9999902844429016,0.9997108578681946
bot,bot,WebBot_Main,only_accept,False,False,True,False,-4.749464988708496,-11.642289161682129,2.2208101749420166,-3.1776092052459717,0.1143416315317154,0.9244989156723022,0.9999843835830688,0.9985729455947876
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.4582371711730957,-11.642289161682129,2.2208101749420166,-3.1776092052459717,0.6829904317855835,0.9247319102287292,0.9999771118164062,0.9971288442611694
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-0.38150209188461304,-10.536399841308594,1.235256552696228,1.5657073259353638,0.07756771147251129,0.9199527502059937,0.6577591300010681,0.998434841632843
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.4582464694976807,-11.642289161682129,2.2208101749420166,-3.1776092052459717,0.7292224764823914,0.9244989156723022,0.9999758005142212,0.9975681304931641
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.0184526443481445,-2.3959343433380127,0.07972792536020279,0.739291250705719,0.2384350746870041,0.9452798962593079,0.8965975046157837,0.9999963045120239
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.158907413482666,-0.8302717208862305,2.2209184169769287,1.0527549982070923,0.48439979553222656,0.9525552988052368,0.9999903440475464,0.9996888041496277
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.200641632080078,-1.9124841690063477,0.31152549386024475,0.739291250705719,0.4508201479911804,0.9623953700065613,0.9840000867843628,0.9981053471565247
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-1.2215203046798706,-1.9124841690063477,0.13177084922790527,1.014958143234253,0.42987361550331116,0.9483287930488586,0.9090194702148438,0.9980906248092651
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.2038938999176025,-1.9124841690063477,0.0523117370903492,0.739291250705719,0.371487557888031,0.9451718330383301,0.9501721262931824,0.9985563158988953
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.652702331542969,-0.5523794889450073,2.220808982849121,1.0527549982070923,0.45089197158813477,0.9875459671020508,0.9999862909317017,0.9997218251228333
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.0219361782073975,-1.9124841690063477,0.26729974150657654,0.739291250705719,0.2778248190879822,0.9247913360595703,0.9949736595153809,0.9980618357658386
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-3.200641632080078,-1.9124841690063477,0.03746262565255165,0.739291250705719,0.4116457402706146,0.9811974763870239,0.8364284634590149,0.997610867023468
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.652702331542969,-0.5523794889450073,2.220808982849121,1.0527549982070923,0.2695149779319763,0.9794661402702332,0.9999862909317017,0.9997328519821167
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.1535937786102295,-2.3483688831329346,0.6945894956588745,0.739291250705719,0.34475618600845337,0.9288414716720581,0.9767789840698242,0.9985345005989075
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.2038938999176025,-1.9124841690063477,0.4099671542644501,0.739291250705719,0.34263643622398376,0.963973879814148,0.9896402359008789,0.997589111328125
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-3.1498959064483643,-2.3483688831329346,0.032474126666784286,0.739291250705719,0.27716541290283203,0.9656156301498413,0.8697298169136047,0.9985563158988953
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.65280818939209,-0.5523794889450073,2.2208211421966553,1.0527549982070923,0.4906628131866455,0.9772836565971375,0.9999858140945435,0.9997108578681946
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.472466230392456,-11.642289161682129,2.2208101749420166,-3.1776092052459717,0.36733490228652954,0.943366527557373,0.9999903440475464,0.9971288442611694
bot,bot,WebBot_Main,only_accept,False,False,True,True,-7.475150108337402,-0.5523794889450073,2.220798969268799,1.0527549982070923,0.5571809411048889,0.9772836565971375,0.9999787211418152,0.9997108578681946
bot,bot,WebBot_Main,only_accept,False,False,True,True,-5.773564338684082,-0.8951587677001953,2.2208354473114014,1.0527549982070923,0.26177534461021423,0.9199773669242859,0.9999842643737793,0.9997328519821167
bot,bot,WebBot_Main,meta_router,False,True,True,False,-9.322957992553711,1.0609341859817505,2.220815896987915,-2.9749083518981934,0.22355887293815613,0.8408377766609192,0.9999923706054688,0.998432993888855
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.45825457572937,-9.78148078918457,2.2208380699157715,-3.1776092052459717,0.321053683757782,0.9809422492980957,0.9999829530715942,0.9980705380439758
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-3.1601638793945312,-2.3483688831329346,0.15575900673866272,0.739291250705719,0.3398112952709198,0.9124481081962585,0.86463463306427,0.9985127449035645
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.4582877159118652,-11.642289161682129,2.2208175659179688,-3.1776092052459717,0.6367858648300171,0.9620011448860168,0.9999697804450989,0.9975681304931641
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.652770042419434,-0.5523794889450073,2.2208356857299805,1.0527549982070923,0.7516560554504395,0.9890786409378052,0.999987781047821,0.999721884727478
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.1498959064483643,-2.3483688831329346,0.18027137219905853,0.739291250705719,0.22706004977226257,0.9484248161315918,0.9003348350524902,0.9990289807319641
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.047602653503418,-2.3959343433380127,0.09782444685697556,0.739291250705719,0.3297550082206726,0.9296706914901733,0.9222511053085327,0.9990290403366089
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.0184526443481445,-1.9124841690063477,0.10214535146951675,0.739291250705719,0.3916643559932709,0.946750283241272,0.9062085151672363,0.9980835914611816
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,False,0.6892193555831909,-5.99418830871582,1.0335725545883179,-4.065326690673828,0.966633141040802,0.971741795539856,0.9976004362106323,0.9983824491500854
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.0184526443481445,-2.3959343433380127,0.08508365601301193,0.739291250705719,0.3047463893890381,0.9624670147895813,0.9547151327133179,0.9980400204658508
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.2038938999176025,-1.9124841690063477,0.07569675147533417,0.739291250705719,0.3035198748111725,0.982775866985321,0.9739615321159363,0.9985127449035645
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.65280818939209,-0.5523794889450073,2.220808982849121,1.0527549982070923,0.18996411561965942,0.9794660806655884,0.9999834299087524,0.9997108578681946
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.4582877159118652,-11.642289161682129,2.2208101749420166,-3.1776092052459717,0.5020374059677124,0.9433664083480835,0.9999697804450989,0.9985729455947876
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.4582877159118652,-11.642289161682129,2.2208101749420166,-3.1776092052459717,0.3672889173030853,0.9247319102287292,0.9999771118164062,0.9971288442611694
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,True,2.497539520263672,-10.824136734008789,1.4894943237304688,1.1339830160140991,0.9908822774887085,0.9620264768600464,0.9929155111312866,0.9976093173027039
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.018450975418091,-1.9124820232391357,0.21290062367916107,0.739291250705719,0.2616402506828308,0.963973879814148,0.8682201504707336,0.9985345602035522
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-3.2304935455322266,-1.9124841690063477,0.0387931726872921,0.739291250705719,0.2651748061180115,0.9279482960700989,0.7531206011772156,0.9975455403327942
bot,bot,WebBot_Main,only_accept,False,False,True,False,-4.749464988708496,-12.002716064453125,2.2208101749420166,-2.9394171237945557,0.483126163482666,0.9623600244522095,0.999983012676239,0.9983533620834351
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-1.2118594646453857,-1.9124820232391357,0.13106830418109894,0.739291250705719,0.3612585663795471,0.9467503428459167,0.8143702745437622,0.9985781908035278
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.1535937786102295,-2.3483688831329346,0.5095311999320984,0.739291250705719,0.3163726031780243,0.9468299150466919,0.9882313013076782,0.9980400204658508
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.1498959064483643,-2.3959343433380127,0.1654166281223297,0.739291250705719,0.1689210832118988,0.914061427116394,0.9343918561935425,0.9985345602035522
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.363365411758423,-11.557463645935059,2.220832109451294,-3.1776092052459717,0.8176921606063843,0.9439667463302612,0.9999880790710449,0.9970973134040833
bot,bot,WebBot_Main,only_accept,False,False,True,False,-5.0520219802856445,-11.111557006835938,2.2208173274993896,-2.9526233673095703,0.5254576802253723,0.9437404870986938,0.9999791979789734,0.9984223246574402
bot,bot,WebBot_Main,only_accept,False,False,True,False,-5.624161243438721,-11.111557006835938,2.2208173274993896,-2.9394171237945557,0.234246164560318,0.9444878697395325,0.9999910593032837,0.9973882436752319
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-1.211859941482544,-2.3959343433380127,0.06447339802980423,0.739291250705719,0.1646585464477539,0.9280927777290344,0.8218472599983215,0.9980618357658386
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-1.211859941482544,-2.3959343433380127,0.007712195627391338,0.739291250705719,0.4550682008266449,0.9265148043632507,0.8810227513313293,0.9980400204658508
bot,bot,WebBot_Main,meta_router,False,True,True,False,-9.322957992553711,1.0609341859817505,2.220815896987915,-2.9749083518981934,0.6037817001342773,0.8268964886665344,0.9999616742134094,0.9983998537063599
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-1.211859941482544,-2.3959343433380127,0.014936075545847416,0.739291250705719,0.327725350856781,0.9640449285507202,0.8995685577392578,0.9985563158988953
web-attack-�-xss,web-attack-�-sql-injection,Rare_Micro,fallback_accept,False,False,False,True,-2.915393352508545,-1.9124841690063477,-0.019087042659521103,0.739291250705719,0.3684864640235901,0.9138815999031067,0.8220922350883484,0.9985345602035522
bot,bot,WebBot_Main,only_accept,False,False,True,False,-5.4012250900268555,-11.642289161682129,2.220813274383545,-3.1776092052459717,0.33686819672584534,0.943366527557373,0.9999643564224243,0.9980388879776001
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.652770042419434,-0.5523794889450073,2.2208356857299805,1.0527549982070923,0.4907558560371399,0.9831811189651489,0.999986469745636,0.9997218251228333
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.915393352508545,-1.9124841690063477,0.18379256129264832,0.739291250705719,0.4979817271232605,0.9279482960700989,0.7000628709793091,0.9990290403366089
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.652770042419434,-0.5523794889450073,2.220798969268799,1.0527549982070923,0.36034923791885376,0.9949760437011719,0.9999842643737793,0.9997108578681946
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-1.3459186553955078,-2.3483688831329346,0.08009729534387589,0.739291250705719,0.32757407426834106,0.9280779957771301,0.8470548391342163,0.9975236654281616
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.4582464694976807,-11.557463645935059,2.220843553543091,-3.1776092052459717,0.1863517463207245,0.9437733888626099,0.9999821782112122,0.9985412359237671
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.652702331542969,-0.5523794889450073,2.220808982849121,1.0527549982070923,0.621118426322937,0.9794660806655884,0.999980092048645,0.999721884727478
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.2910497188568115,-11.557463645935059,2.220843553543091,-2.9394171237945557,0.18573182821273804,0.9252119064331055,0.9999879598617554,0.9974755048751831
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.0219361782073975,-1.9124841690063477,0.13187912106513977,0.739291250705719,0.2778248190879822,0.9091463088989258,0.9911737442016602,0.997610867023468
bot,bot,WebBot_Main,only_accept,False,False,True,True,-7.19301176071167,-0.5523794889450073,2.2208364009857178,1.0527549982070923,0.40673232078552246,0.9772836565971375,0.999984085559845,0.9997218251228333
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.0219361782073975,-2.3959343433380127,0.23866112530231476,0.739291250705719,0.37244540452957153,0.9828099012374878,0.9886611700057983,0.9985563158988953
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.3596348762512207,-11.557168006896973,2.2208657264709473,-2.903721332550049,0.36952194571495056,0.9997283816337585,0.9999605417251587,0.9971855282783508
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.915393352508545,-2.3959343433380127,0.08182085305452347,0.739291250705719,0.3571729362010956,0.9312485456466675,0.7833002805709839,0.9990507960319519
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.471676826477051,-0.5523794889450073,2.220811605453491,1.0527549982070923,0.47777825593948364,0.9853636026382446,0.9999868273735046,0.9996887445449829
bot,bot,WebBot_Main,only_accept,False,False,True,False,-4.618330001831055,-11.557463645935059,2.220832109451294,-2.903721332550049,0.19467231631278992,0.9065538644790649,0.9999869465827942,0.9972469210624695
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.0219361782073975,-1.9124841690063477,0.6196383237838745,0.739291250705719,0.37244540452957153,0.9483286738395691,0.984788715839386,0.9980835914611816
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-3.096768856048584,-1.9124841690063477,0.053428251296281815,0.739291250705719,0.2884586453437805,0.9467503428459167,0.7156090140342712,0.997589111328125
heartbleed,heartbleed,Rare_Micro,fallback_accept,False,False,False,True,-3.085273265838623,-6.213274002075195,-0.5382163524627686,1.2908966541290283,0.7580946683883667,0.9540024995803833,0.886639416217804,0.8289862871170044
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-3.0184526443481445,-1.9124841690063477,0.10782914608716965,0.739291250705719,0.4896259903907776,0.9451718330383301,0.8953254818916321,0.9985345005989075
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-4.394474983215332,-5.075381755828857,0.5555158257484436,1.9531663656234741,0.6496610641479492,0.8047488331794739,0.994383692741394,0.9977596402168274
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.652770042419434,-0.5523794889450073,2.220798969268799,1.0527549982070923,0.6212204694747925,0.980998694896698,0.9999842643737793,0.999721884727478
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.0219361782073975,-2.3959343433380127,0.3605542778968811,0.739291250705719,0.16837307810783386,0.9077497720718384,0.9922634363174438,0.9985345602035522
web-attack-�-sql-injection,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-7.518623352050781,-14.917339324951172,0.3682671785354614,1.9531663656234741,0.25940436124801636,0.8772336840629578,0.8365278244018555,0.996661365032196
bot,bot,WebBot_Main,meta_router,False,True,True,False,-9.154526710510254,1.0609341859817505,2.220815896987915,-2.9749083518981934,0.4337543547153473,0.9204187393188477,0.9999939799308777,0.9988099336624146
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-1.2971490621566772,-2.3483688831329346,0.27711212635040283,0.739291250705719,0.2319306582212448,0.9640377163887024,0.8770081400871277,0.9985345602035522
infiltration,infiltration,Rare_Micro,fallback_accept,False,False,False,True,-3.6334731578826904,-2.006866455078125,-0.18563471734523773,2.661313056945801,0.45052844285964966,0.9998823404312134,0.9812090992927551,0.9998050928115845
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.0184526443481445,-2.3959343433380127,0.33903589844703674,0.739291250705719,0.41258150339126587,0.9468578100204468,0.9907320141792297,0.9980618357658386
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.047602653503418,-2.3959343433380127,0.14671947062015533,0.739291250705719,0.5752385258674622,0.9452798962593079,0.9661319851875305,0.9995018243789673
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.016989231109619,-0.8951587677001953,2.2208354473114014,1.0527549982070923,0.3562306761741638,0.8703333139419556,0.999973475933075,0.9997108578681946
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-3.1498942375183105,-2.3483667373657227,0.053637437522411346,0.739291250705719,0.27717122435569763,0.9265000224113464,0.8468254208564758,0.9980400204658508
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.652770042419434,-0.5523794889450073,2.220798969268799,1.0527549982070923,0.4907848834991455,0.9794660806655884,0.9999842643737793,0.9996997714042664
bot,bot,WebBot_Main,meta_router,False,True,True,False,-9.148932456970215,1.0609341859817505,2.220815896987915,-2.9749083518981934,0.4336616098880768,0.8139718174934387,0.9999823570251465,0.9987933039665222
bot,bot,WebBot_Main,meta_router,False,True,True,False,-9.322957992553711,1.0609341859817505,2.220815896987915,-2.9749083518981934,0.6037817001342773,0.9204187393188477,0.9999607801437378,0.9987932443618774
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.0184526443481445,-1.9124841690063477,0.11871296912431717,0.739291250705719,0.23843510448932648,0.9451718330383301,0.9840248227119446,0.9980835914611816
bot,bot,WebBot_Main,meta_router,False,True,True,False,-9.148932456970215,1.0609341859817505,2.220815896987915,-2.9749083518981934,0.4890057146549225,0.8935529589653015,0.9999715685844421,0.9983998537063599
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.4582877159118652,-11.642289161682129,2.2208101749420166,-3.1776092052459717,0.41350048780441284,0.9247319102287292,0.9999890327453613,0.997599720954895
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-3.0184526443481445,-2.3959343433380127,0.05111409351229668,0.739291250705719,0.3916643559932709,0.9280927777290344,0.8520053625106812,0.9975672960281372
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.652770042419434,-0.5523794889450073,2.220798969268799,1.0527549982070923,0.49078482389450073,0.9949760437011719,0.9999850392341614,0.999710738658905
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-3.3316516876220703,-2.3959343433380127,0.10188118368387222,0.739291250705719,0.38623324036598206,0.9280927777290344,0.8566171526908875,0.9990509152412415
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.0184526443481445,-1.9124841690063477,0.2244461178779602,0.739291250705719,0.45345479249954224,0.9247913360595703,0.9902957677841187,0.9980618357658386
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-1.3459186553955078,-2.3483688831329346,0.1578306406736374,0.739291250705719,0.47243231534957886,0.9452688097953796,0.953910231590271,0.9981054067611694
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-4.394474983215332,-5.075381755828857,0.5555158257484436,1.9531663656234741,0.49587374925613403,0.8059711456298828,0.9957181215286255,0.9971988797187805
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-3.0184526443481445,-1.9124841690063477,0.05236244574189186,0.739291250705719,0.2616366744041443,0.9279482960700989,0.8439024686813354,0.9980835914611816
bot,bot,WebBot_Main,only_accept,False,False,True,False,-3.4583182334899902,-11.557463645935059,2.220832109451294,-3.1776092052459717,0.5944778323173523,0.9439667463302612,0.9999715685844421,0.9970973134040833
bot,bot,WebBot_Main,meta_router,False,True,True,False,-9.154306411743164,1.0609341859817505,2.220815896987915,-2.9749083518981934,0.3822264075279236,0.8870905637741089,0.9999624490737915,0.9983832240104675
bot,bot,WebBot_Main,meta_router,False,True,True,False,-9.154306411743164,1.0609341859817505,2.220815896987915,-2.9749083518981934,0.48896265029907227,0.8268965482711792,0.9999815821647644,0.9983998537063599
