model,class,support,TP,FP,FN,f1
designed_e3_raw,password,210951,208718,49024,2233,0.8906384349670253
designed_e3_raw,ransomware,709,648,9565,61,0.11865958615638161
designed_e3_raw,scanning,6029,4572,3542,1457,0.646538923849254
designed_e3_raw,xss,343854,316001,98701,27853,0.8331645916715443
designed_e3_calibrated,backdoor,40030,40024,1080,6,0.9866147361155619
designed_e3_calibrated,benign,1474302,1196461,1730,277841,0.8953894360060064
designed_e3_calibrated,ddos,103338,101255,4355,2083,0.9691885062312154
designed_e3_calibrated,dos,22458,22402,17293,56,0.7208662494167619
designed_e3_calibrated,injection,68891,68671,69297,220,0.6639401718078498
designed_e3_calibrated,mitm,1161,1137,57247,24,0.03818960450079772
designed_e3_calibrated,password,210951,208718,49024,2233,0.8906384349670253
designed_e3_calibrated,ransomware,709,648,9565,61,0.11865958615638161
designed_e3_calibrated,scanning,6029,4572,3542,1457,0.646538923849254
designed_e3_calibrated,xss,343854,316001,98701,27853,0.8331645916715443
designed_e4_raw,backdoor,40030,40010,191,20,0.9973700938539966
designed_e4_raw,benign,1474302,1258550,4210,215752,0.9196357261910764
designed_e4_raw,ddos,103338,101075,2676,2263,0.97615035081535
designed_e4_raw,dos,22458,21179,2905,1279,0.9101027029349834
designed_e4_raw,injection,68891,66673,39806,2218,0.7603695044762502
designed_e4_raw,mitm,1161,1131,66727,30,0.032773584085541665
designed_e4_raw,password,210951,194161,49019,16790,0.8550880693015892
designed_e4_raw,ransomware,709,703,8969,6,0.13543974568923997
designed_e4_raw,scanning,6029,3660,3294,2369,0.5638142185935454
designed_e4_raw,xss,343854,305040,101744,38814,0.8127486218390223
designed_e4_calibrated,backdoor,40030,40010,191,20,0.9973700938539966
designed_e4_calibrated,benign,1474302,1258550,4210,215752,0.9196357261910764
designed_e4_calibrated,ddos,103338,101075,2676,2263,0.97615035081535
designed_e4_calibrated,dos,22458,21179,2905,1279,0.9101027029349834
designed_e4_calibrated,injection,68891,66673,39806,2218,0.7603695044762502
designed_e4_calibrated,mitm,1161,1131,66727,30,0.032773584085541665
designed_e4_calibrated,password,210951,194161,49019,16790,0.8550880693015892
designed_e4_calibrated,ransomware,709,703,8969,6,0.13543974568923997
designed_e4_calibrated,scanning,6029,3660,3294,2369,0.5638142185935454
designed_e4_calibrated,xss,343854,305040,101744,38814,0.8127486218390223
designed_fixed_region,backdoor,40030,40024,431,6,0.9945704168478599
designed_fixed_region,benign,1474302,1232707,1501,241595,0.9102473315586799
designed_fixed_region,ddos,103338,101291,1675,2047,0.9819586629440049
designed_fixed_region,dos,22458,22390,16806,68,0.7263113504395498
designed_fixed_region,injection,68891,67271,9029,1620,0.9266552334511092
designed_fixed_region,mitm,1161,1138,54533,23,0.04004786036036036
designed_fixed_region,password,210951,210599,50236,352,0.8927734184566731
designed_fixed_region,ransomware,709,669,11254,40,0.1059214692843572
designed_fixed_region,scanning,6029,4957,5591,1072,0.5980575496169391
designed_fixed_region,xss,343854,327225,112396,16629,0.8353170171351989
designed_validation_region_reference,backdoor,40030,40024,499,6,0.9937308355989225
designed_validation_region_reference,benign,1474302,1228375,741,245927,0.9087569883754566
designed_validation_region_reference,ddos,103338,101475,3658,1863,0.9735167001645313
designed_validation_region_reference,dos,22458,22390,17013,68,0.7238809589240394
designed_validation_region_reference,injection,68891,67773,17947,1118,0.8766905330151153
designed_validation_region_reference,mitm,1161,1138,56540,23,0.03868182667958327
designed_validation_region_reference,password,210951,210099,50568,852,0.8909710825286566
designed_validation_region_reference,ransomware,709,660,10207,49,0.11402902557014513
designed_validation_region_reference,scanning,6029,5614,9487,415,0.5313771888310459
designed_validation_region_reference,xss,343854,322538,104977,21316,0.8362742085824035
designed_region_constant,backdoor,40030,0,0,40030,0.0
designed_region_constant,benign,1474302,0,0,1474302,0.0
designed_region_constant,ddos,103338,0,0,103338,0.0
designed_region_constant,dos,22458,0,0,22458,0.0
designed_region_constant,injection,68891,0,0,68891,0.0
designed_region_constant,mitm,1161,0,0,1161,0.0
designed_region_constant,password,210951,0,0,210951,0.0
designed_region_constant,ransomware,709,648,8271,61,0.1346073950976319
designed_region_constant,scanning,6029,3481,39562,2548,0.1418731659602217
designed_region_constant,xss,343854,343612,1876149,242,0.2680683331935568
matched_random_e1_raw,backdoor,40030,40014,513,16,0.9934332211974131
matched_random_e1_raw,benign,1474302,1200265,1903,274037,0.896901515802531
matched_random_e1_raw,ddos,103338,101510,3918,1828,0.9724763610932815
matched_random_e1_raw,dos,22458,22146,922,312,0.9728946096735931
matched_random_e1_raw,injection,68891,68439,15873,452,0.8934420344249133
matched_random_e1_raw,mitm,1161,1139,57269,22,0.03824136715405664
matched_random_e1_raw,password,210951,210497,50063,454,0.8928614602840654
matched_random_e1_raw,ransomware,709,673,13840,36,0.08842464853501511
matched_random_e1_raw,scanning,6029,4396,30516,1633,0.2147480520749371
matched_random_e1_raw,xss,343854,339599,108228,4255,0.8579187829441404
matched_random_e1_calibrated,backdoor,40030,40014,513,16,0.9934332211974131
matched_random_e1_calibrated,benign,1474302,1200265,1903,274037,0.896901515802531
matched_random_e1_calibrated,ddos,103338,101510,3918,1828,0.9724763610932815
matched_random_e1_calibrated,dos,22458,22146,922,312,0.9728946096735931
matched_random_e1_calibrated,injection,68891,68439,15873,452,0.8934420344249133
matched_random_e1_calibrated,mitm,1161,1139,57269,22,0.03824136715405664
matched_random_e1_calibrated,password,210951,210497,50063,454,0.8928614602840654
matched_random_e1_calibrated,ransomware,709,673,13840,36,0.08842464853501511
matched_random_e1_calibrated,scanning,6029,4396,30516,1633,0.2147480520749371
matched_random_e1_calibrated,xss,343854,339599,108228,4255,0.8579187829441404
matched_random_e2_raw,backdoor,40030,40010,447,20,0.9941978207660864
matched_random_e2_raw,benign,1474302,1229512,855,244790,0.9091774261471551
matched_random_e2_raw,ddos,103338,101462,3333,1876,0.9749727337808036
matched_random_e2_raw,dos,22458,22162,1836,296,0.9541071121060789
matched_random_e2_raw,injection,68891,66477,16631,2414,0.8747031230468622
matched_random_e2_raw,mitm,1161,1147,58514,14,0.03771661569826707
matched_random_e2_raw,password,210951,210022,50510,929,0.8908995658380048
matched_random_e2_raw,ransomware,709,660,10234,49,0.11376368180642937
matched_random_e2_raw,scanning,6029,5630,9998,399,0.51992427390682
matched_random_e2_raw,xss,343854,337483,104800,6371,0.8585857172477571
matched_random_e2_calibrated,backdoor,40030,40010,447,20,0.9941978207660864
matched_random_e2_calibrated,benign,1474302,1229512,855,244790,0.9091774261471551
matched_random_e2_calibrated,ddos,103338,101462,3333,1876,0.9749727337808036
matched_random_e2_calibrated,dos,22458,22162,1836,296,0.9541071121060789
matched_random_e2_calibrated,injection,68891,66477,16631,2414,0.8747031230468622
matched_random_e2_calibrated,mitm,1161,1147,58514,14,0.03771661569826707
matched_random_e2_calibrated,password,210951,210022,50510,929,0.8908995658380048
matched_random_e2_calibrated,ransomware,709,660,10234,49,0.11376368180642937
matched_random_e2_calibrated,scanning,6029,5630,9998,399,0.51992427390682
matched_random_e2_calibrated,xss,343854,337483,104800,6371,0.8585857172477571
matched_random_e3_raw,backdoor,40030,40010,767,20,0.9902607447374608
matched_random_e3_raw,benign,1474302,1226647,9746,247655,0.905042433766986
matched_random_e3_raw,ddos,103338,101342,2493,1996,0.978332118567574
matched_random_e3_raw,dos,22458,21680,4139,778,0.8981502578867784
matched_random_e3_raw,injection,68891,68410,29718,481,0.8191882360689502
matched_random_e3_raw,mitm,1161,1143,71021,18,0.031176270030685304
matched_random_e3_raw,password,210951,209206,50003,1745,0.889935341160456
matched_random_e3_raw,ransomware,709,651,8995,58,0.1257363592467407
matched_random_e3_raw,scanning,6029,4066,6222,1963,0.4983759269473555
matched_random_e3_raw,xss,343854,312893,102571,30961,0.8241421907553884
matched_random_e3_calibrated,backdoor,40030,40010,767,20,0.9902607447374608
matched_random_e3_calibrated,benign,1474302,1226647,9746,247655,0.905042433766986
matched_random_e3_calibrated,ddos,103338,101342,2493,1996,0.978332118567574
matched_random_e3_calibrated,dos,22458,21680,4139,778,0.8981502578867784
matched_random_e3_calibrated,injection,68891,68410,29718,481,0.8191882360689502
matched_random_e3_calibrated,mitm,1161,1143,71021,18,0.031176270030685304
matched_random_e3_calibrated,password,210951,209206,50003,1745,0.889935341160456
matched_random_e3_calibrated,ransomware,709,651,8995,58,0.1257363592467407
matched_random_e3_calibrated,scanning,6029,4066,6222,1963,0.4983759269473555
matched_random_e3_calibrated,xss,343854,312893,102571,30961,0.8241421907553884
matched_random_e4_raw,backdoor,40030,40010,191,20,0.9973700938539966
matched_random_e4_raw,benign,1474302,1258550,4210,215752,0.9196357261910764
matched_random_e4_raw,ddos,103338,101075,2676,2263,0.97615035081535
matched_random_e4_raw,dos,22458,21179,2905,1279,0.9101027029349834
matched_random_e4_raw,injection,68891,66673,39806,2218,0.7603695044762502
matched_random_e4_raw,mitm,1161,1131,66727,30,0.032773584085541665
matched_random_e4_raw,password,210951,194161,49019,16790,0.8550880693015892
matched_random_e4_raw,ransomware,709,703,8969,6,0.13543974568923997
matched_random_e4_raw,scanning,6029,3660,3294,2369,0.5638142185935454
matched_random_e4_raw,xss,343854,305040,101744,38814,0.8127486218390223
matched_random_e4_calibrated,backdoor,40030,40010,191,20,0.9973700938539966
matched_random_e4_calibrated,benign,1474302,1258550,4210,215752,0.9196357261910764
matched_random_e4_calibrated,ddos,103338,101075,2676,2263,0.97615035081535
matched_random_e4_calibrated,dos,22458,21179,2905,1279,0.9101027029349834
matched_random_e4_calibrated,injection,68891,66673,39806,2218,0.7603695044762502
matched_random_e4_calibrated,mitm,1161,1131,66727,30,0.032773584085541665
matched_random_e4_calibrated,password,210951,194161,49019,16790,0.8550880693015892
matched_random_e4_calibrated,ransomware,709,703,8969,6,0.13543974568923997
matched_random_e4_calibrated,scanning,6029,3660,3294,2369,0.5638142185935454
matched_random_e4_calibrated,xss,343854,305040,101744,38814,0.8127486218390223
matched_random_fixed_region,backdoor,40030,40010,448,20,0.9941854686412881
matched_random_fixed_region,benign,1474302,1226147,9089,248155,0.9050598293878883
matched_random_fixed_region,ddos,103338,101494,4106,1844,0.9715226526529401
matched_random_fixed_region,dos,22458,21673,1725,785,0.9452634333565946
matched_random_fixed_region,injection,68891,68306,19900,585,0.869602856833676
matched_random_fixed_region,mitm,1161,1143,67551,18,0.03272493021258321
matched_random_fixed_region,password,210951,210454,50053,497,0.8927794204361789
matched_random_fixed_region,ransomware,709,673,13853,36,0.08834919593042337
matched_random_fixed_region,scanning,6029,4458,6230,1571,0.5333492851588204
matched_random_fixed_region,xss,343854,317871,106539,25983,0.8275046077910718
matched_random_validation_region_reference,backdoor,40030,40014,441,16,0.9943219233397528
matched_random_validation_region_reference,benign,1474302,1205367,799,268935,0.8993705576787338
matched_random_validation_region_reference,ddos,103338,101476,3282,1862,0.9752806397047517
matched_random_validation_region_reference,dos,22458,22155,1532,303,0.9602340448585979
matched_random_validation_region_reference,injection,68891,67788,17087,1103,0.8817033674544438
matched_random_validation_region_reference,mitm,1161,1140,55488,21,0.03945387530498884
matched_random_validation_region_reference,password,210951,210061,50506,890,0.8909988590043222
matched_random_validation_region_reference,ransomware,709,658,10219,51,0.11358536164336268
matched_random_validation_region_reference,scanning,6029,5565,34250,464,0.24277986214117442
matched_random_validation_region_reference,xss,343854,338246,105649,5608,0.8587659267101577
matched_random_region_constant,backdoor,40030,0,0,40030,0.0
matched_random_region_constant,benign,1474302,0,0,1474302,0.0
matched_random_region_constant,ddos,103338,0,0,103338,0.0
matched_random_region_constant,dos,22458,0,0,22458,0.0
matched_random_region_constant,injection,68891,0,0,68891,0.0
matched_random_region_constant,mitm,1161,0,0,1161,0.0
matched_random_region_constant,password,210951,0,0,210951,0.0
matched_random_region_constant,ransomware,709,648,8271,61,0.1346073950976319
matched_random_region_constant,scanning,6029,3481,39562,2548,0.1418731659602217
matched_random_region_constant,xss,343854,343612,1876149,242,0.2680683331935568
balanced_random_e1_raw,backdoor,40030,40022,478,8,0.9939649819942878
balanced_random_e1_raw,benign,1474302,1233321,1402,240981,0.9105275883389781
balanced_random_e1_raw,ddos,103338,101412,2421,1926,0.9790173335071028
balanced_random_e1_raw,dos,22458,22119,1761,339,0.9546808235141784
balanced_random_e1_raw,injection,68891,68336,13491,555,0.9068060881911915
balanced_random_e1_raw,mitm,1161,1141,54461,20,0.04020224441978049
balanced_random_e1_raw,password,210951,210475,50771,476,0.8914711444587746
balanced_random_e1_raw,ransomware,709,700,8987,9,0.13466717968449404
balanced_random_e1_raw,scanning,6029,5813,6899,216,0.6203511018622272
balanced_random_e1_raw,xss,343854,339681,108032,4173,0.858249522782026
balanced_random_e1_calibrated,backdoor,40030,40022,478,8,0.9939649819942878
balanced_random_e1_calibrated,benign,1474302,1233321,1402,240981,0.9105275883389781
balanced_random_e1_calibrated,ddos,103338,101412,2421,1926,0.9790173335071028
balanced_random_e1_calibrated,dos,22458,22119,1761,339,0.9546808235141784
balanced_random_e1_calibrated,injection,68891,68336,13491,555,0.9068060881911915
balanced_random_e1_calibrated,mitm,1161,1141,54461,20,0.04020224441978049
balanced_random_e1_calibrated,password,210951,210475,50771,476,0.8914711444587746
balanced_random_e1_calibrated,ransomware,709,700,8987,9,0.13466717968449404
balanced_random_e1_calibrated,scanning,6029,5813,6899,216,0.6203511018622272
balanced_random_e1_calibrated,xss,343854,339681,108032,4173,0.858249522782026
balanced_random_e2_raw,backdoor,40030,40010,399,20,0.9947910839269508
balanced_random_e2_raw,benign,1474302,1241083,2656,233219,0.9132187483558931
balanced_random_e2_raw,ddos,103338,101303,2201,2035,0.9795206002649365
balanced_random_e2_raw,dos,22458,20997,2718,1461,0.9094925605873563
balanced_random_e2_raw,injection,68891,66890,20386,2001,0.8566470509134452
balanced_random_e2_raw,mitm,1161,1136,64027,25,0.03425607623183161
balanced_random_e2_raw,password,210951,208766,49068,2185,0.8906684300905532
balanced_random_e2_raw,ransomware,709,694,8983,15,0.13364144040053919
balanced_random_e2_raw,scanning,6029,4983,3521,1046,0.6857496731576412
balanced_random_e2_raw,xss,343854,328984,102918,14870,0.8481635978323081
balanced_random_e2_calibrated,backdoor,40030,40010,399,20,0.9947910839269508
balanced_random_e2_calibrated,benign,1474302,1241083,2656,233219,0.9132187483558931
balanced_random_e2_calibrated,ddos,103338,101303,2201,2035,0.9795206002649365
balanced_random_e2_calibrated,dos,22458,20997,2718,1461,0.9094925605873563
balanced_random_e2_calibrated,injection,68891,66890,20386,2001,0.8566470509134452
balanced_random_e2_calibrated,mitm,1161,1136,64027,25,0.03425607623183161
balanced_random_e2_calibrated,password,210951,208766,49068,2185,0.8906684300905532
balanced_random_e2_calibrated,ransomware,709,694,8983,15,0.13364144040053919
balanced_random_e2_calibrated,scanning,6029,4983,3521,1046,0.6857496731576412
balanced_random_e2_calibrated,xss,343854,328984,102918,14870,0.8481635978323081
balanced_random_e3_raw,backdoor,40030,40010,387,20,0.9949395103634352
balanced_random_e3_raw,benign,1474302,1234156,1499,240146,0.9108306884574183
balanced_random_e3_raw,ddos,103338,101340,5107,1998,0.9661319922778082
balanced_random_e3_raw,dos,22458,21006,3029,1452,0.9036198997698578
balanced_random_e3_raw,injection,68891,66765,21867,2126,0.8476857347815875
balanced_random_e3_raw,mitm,1161,1149,68801,12,0.032315675493242955
balanced_random_e3_raw,password,210951,208050,49078,2901,0.8889525058804176
balanced_random_e3_raw,ransomware,709,703,8925,6,0.13601625229757183
balanced_random_e3_raw,scanning,6029,4990,2508,1039,0.7377836918755083
balanced_random_e3_raw,xss,343854,327524,104829,16330,0.8439089057429269
balanced_random_e3_calibrated,backdoor,40030,40010,387,20,0.9949395103634352
balanced_random_e3_calibrated,benign,1474302,1234156,1499,240146,0.9108306884574183
balanced_random_e3_calibrated,ddos,103338,101340,5107,1998,0.9661319922778082
balanced_random_e3_calibrated,dos,22458,21006,3029,1452,0.9036198997698578
balanced_random_e3_calibrated,injection,68891,66765,21867,2126,0.8476857347815875
balanced_random_e3_calibrated,mitm,1161,1149,68801,12,0.032315675493242955
balanced_random_e3_calibrated,password,210951,208050,49078,2901,0.8889525058804176
balanced_random_e3_calibrated,ransomware,709,703,8925,6,0.13601625229757183
balanced_random_e3_calibrated,scanning,6029,4990,2508,1039,0.7377836918755083
balanced_random_e3_calibrated,xss,343854,327524,104829,16330,0.8439089057429269
balanced_random_e4_raw,backdoor,40030,40010,386,20,0.9949518812324373
balanced_random_e4_raw,benign,1474302,1239956,2659,234346,0.9127669339917267
balanced_random_e4_raw,ddos,103338,101321,2399,2017,0.9786726424480098
balanced_random_e4_raw,dos,22458,22105,2485,353,0.9396786260839993
balanced_random_e4_raw,injection,68891,66642,22276,2249,0.8445906127026975
balanced_random_e4_raw,mitm,1161,1137,59993,24,0.03650607631921144
balanced_random_e4_raw,password,210951,208222,48821,2729,0.889849015158314
balanced_random_e4_raw,ransomware,709,652,8719,57,0.12936507936507938
balanced_random_e4_raw,scanning,6029,4418,3892,1611,0.6162214938280215
balanced_random_e4_raw,xss,343854,332238,103392,11616,0.8524562402820327
balanced_random_e4_calibrated,backdoor,40030,40010,386,20,0.9949518812324373
balanced_random_e4_calibrated,benign,1474302,1239956,2659,234346,0.9127669339917267
balanced_random_e4_calibrated,ddos,103338,101321,2399,2017,0.9786726424480098
balanced_random_e4_calibrated,dos,22458,22105,2485,353,0.9396786260839993
balanced_random_e4_calibrated,injection,68891,66642,22276,2249,0.8445906127026975
balanced_random_e4_calibrated,mitm,1161,1137,59993,24,0.03650607631921144
balanced_random_e4_calibrated,password,210951,208222,48821,2729,0.889849015158314
balanced_random_e4_calibrated,ransomware,709,652,8719,57,0.12936507936507938
balanced_random_e4_calibrated,scanning,6029,4418,3892,1611,0.6162214938280215
balanced_random_e4_calibrated,xss,343854,332238,103392,11616,0.8524562402820327
balanced_random_fixed_region,backdoor,40030,40010,404,20,0.9947292526478047
balanced_random_fixed_region,benign,1474302,1236033,990,238269,0.9117556914054936
balanced_random_fixed_region,ddos,103338,101410,2531,1928,0.9784879317248732
balanced_random_fixed_region,dos,22458,21005,1718,1453,0.9298156304641332
balanced_random_fixed_region,injection,68891,67160,13681,1731,0.8970694307162129
balanced_random_fixed_region,mitm,1161,1149,67137,12,0.03308998228865178
balanced_random_fixed_region,password,210951,210453,50869,498,0.8912345190176021
balanced_random_fixed_region,ransomware,709,700,8931,9,0.13539651837524178
balanced_random_fixed_region,scanning,6029,5687,4154,342,0.716698172652804
balanced_random_fixed_region,xss,343854,330244,107457,13610,0.845094715023255
balanced_random_validation_region_reference,backdoor,40030,40022,478,8,0.9939649819942878
balanced_random_validation_region_reference,benign,1474302,1233321,1402,240981,0.9105275883389781
balanced_random_validation_region_reference,ddos,103338,101412,2421,1926,0.9790173335071028
balanced_random_validation_region_reference,dos,22458,22119,1761,339,0.9546808235141784
balanced_random_validation_region_reference,injection,68891,68336,13491,555,0.9068060881911915
balanced_random_validation_region_reference,mitm,1161,1141,54461,20,0.04020224441978049
balanced_random_validation_region_reference,password,210951,210475,50771,476,0.8914711444587746
balanced_random_validation_region_reference,ransomware,709,700,8987,9,0.13466717968449404
balanced_random_validation_region_reference,scanning,6029,5813,6899,216,0.6203511018622272
balanced_random_validation_region_reference,xss,343854,339681,108032,4173,0.858249522782026
balanced_random_region_constant,backdoor,40030,0,0,40030,0.0
balanced_random_region_constant,benign,1474302,0,0,1474302,0.0
balanced_random_region_constant,ddos,103338,0,0,103338,0.0
balanced_random_region_constant,dos,22458,0,0,22458,0.0
balanced_random_region_constant,injection,68891,0,0,68891,0.0
balanced_random_region_constant,mitm,1161,0,0,1161,0.0
balanced_random_region_constant,password,210951,0,0,210951,0.0
balanced_random_region_constant,ransomware,709,648,8271,61,0.1346073950976319
balanced_random_region_constant,scanning,6029,3481,39562,2548,0.1418731659602217
balanced_random_region_constant,xss,343854,343612,1876149,242,0.2680683331935568
