index,class_id,class,family,split_role,pca1,pca2,tsne1,tsne2
194149,9,normal,Normal,Known_Source,-2.3326333,-0.21408412,0.04430709,-23.28652
194319,9,normal,Normal,Known_Source,-1.2486682,1.6493354,20.28438,3.0408015
194526,9,normal,Normal,Known_Source,-2.3603327,-0.17233631,-3.8014643,-27.895555
197536,9,normal,Normal,Known_Source,-2.3809679,-0.28203532,-18.281542,-28.19557
198369,9,normal,Normal,Known_Source,0.20478056,0.028770696,23.294353,-8.286747
201582,9,normal,Normal,Known_Source,-2.4524028,-0.49927592,-41.768505,-17.844017
201746,9,normal,Normal,Known_Source,-2.4083092,-0.23192114,-8.596821,-30.909061
202969,9,normal,Normal,Known_Source,-2.3218014,-0.1999188,12.684646,-27.328648
204309,9,normal,Normal,Known_Source,-0.31276077,3.2001467,3.8380394,6.461417
208149,9,normal,Normal,Known_Source,-0.15181775,-0.06937456,25.676529,-1.696197
208688,9,normal,Normal,Known_Source,1.6845456,0.11605649,25.458557,-7.554483
210125,9,normal,Normal,Known_Source,0.6541702,0.5567932,27.254536,-1.6755242
211422,9,normal,Normal,Known_Source,-2.394425,-0.26844606,-13.590151,-29.2554
213306,9,normal,Normal,Known_Source,-2.4108536,-0.24538356,-19.050982,-24.43197
213308,9,normal,Normal,Known_Source,3.1606271,15.857944,31.5466,4.1884904
214292,9,normal,Normal,Known_Source,-2.3273413,-0.22113353,3.396998,-21.424915
217440,9,normal,Normal,Known_Source,-2.3991592,-0.24850695,-10.563719,-30.744123
221232,9,normal,Normal,Known_Source,-2.352945,-0.26377222,-31.20884,-21.525156
224046,9,normal,Normal,Known_Source,-2.3774557,-0.14114687,-4.5817037,-29.693455
224230,9,normal,Normal,Known_Source,1.4129927,-0.13840388,28.850473,-3.7099223
228035,9,normal,Normal,Known_Source,0.41857022,-1.603187,12.584556,-20.956903
228336,9,normal,Normal,Known_Source,-2.122053,-0.21412635,-24.70419,14.139799
233068,9,normal,Normal,Known_Source,-2.362074,-0.23019952,-21.048752,-29.760403
236505,9,normal,Normal,Known_Source,-2.3151908,-0.20469075,13.753788,-28.783209
241234,9,normal,Normal,Known_Source,-2.3776815,-0.19570743,-12.167056,-31.004326
242001,9,normal,Normal,Known_Source,-2.4317486,-0.23639144,-9.249307,-28.943947
242911,9,normal,Normal,Known_Source,-2.2357814,-0.23634845,9.037655,-55.893227
245129,9,normal,Normal,Known_Source,-2.3995068,-0.11293675,-4.9215627,-30.662659
245865,9,normal,Normal,Known_Source,-2.3350494,-0.25535434,-31.475428,-22.403719
246275,9,normal,Normal,Known_Source,-2.3963954,-0.121703625,-4.9439077,-30.523466
256700,9,normal,Normal,Known_Source,1.9840049,0.6728435,29.07823,-2.6650114
260959,9,normal,Normal,Known_Source,-2.252095,-0.54608625,1.1344995,-65.93885
265447,9,normal,Normal,Known_Source,0.74648386,0.699474,26.839273,-1.6922663
268544,9,normal,Normal,Known_Source,-2.2861516,-0.11269413,2.8335626,-27.930674
269140,9,normal,Normal,Known_Source,-2.4292035,-0.55048394,-28.486391,-69.145325
270939,9,normal,Normal,Known_Source,-2.360017,-0.31034076,-27.297474,-24.303844
272321,9,normal,Normal,Known_Source,1.2567446,-0.28560996,25.343815,-7.8978367
281771,9,normal,Normal,Known_Source,-2.383811,-0.19009927,-11.76604,-30.599167
288244,9,normal,Normal,Known_Source,-2.344074,-0.13835043,-1.8123848,-25.932516
291232,9,normal,Normal,Known_Source,-2.3827736,-0.28163403,-17.974945,-28.04378
296865,9,normal,Normal,Known_Source,-2.3637807,-0.31033042,-26.476067,-24.95144
297231,9,normal,Normal,Known_Source,-2.4523482,-0.48039842,-41.89242,-17.80121
300739,9,normal,Normal,Known_Source,-2.3712664,-0.20120606,-14.354229,-31.313492
301032,9,normal,Normal,Known_Source,-2.4973986,-0.4691908,-41.800404,-18.26818
301108,9,normal,Normal,Known_Source,-1.0067526,0.8814775,12.303702,15.057609
302789,9,normal,Normal,Known_Source,-0.7239401,2.050944,-8.415524,6.256904
303282,9,normal,Normal,Known_Source,-2.417192,-0.5637632,-43.776283,-17.727985
307898,9,normal,Normal,Known_Source,-2.3610928,-0.18173993,-3.3154838,-26.917881
312954,9,normal,Normal,Known_Source,-2.3061347,-0.043958068,-1.0351825,-22.228422
317855,9,normal,Normal,Known_Source,-2.758369,-0.5636346,-19.13683,1.1497827
318724,9,normal,Normal,Known_Source,-2.2665207,-0.72135526,-12.56092,-82.805725
320096,9,normal,Normal,Known_Source,-2.7686837,-0.60598224,-40.06666,-52.653637
320984,9,normal,Normal,Known_Source,2.4975462,2.1507795,26.354008,-5.9791074
325381,9,normal,Normal,Known_Source,-2.3522942,-0.18686795,-2.996664,-26.478354
332251,9,normal,Normal,Known_Source,-2.2483277,-0.16401982,5.741304,-29.63393
332572,9,normal,Normal,Known_Source,0.13566129,1.5062603,-11.014723,6.9453826
342549,9,normal,Normal,Known_Source,-2.3568761,-0.26083004,-30.684286,-21.968967
347281,9,normal,Normal,Known_Source,-2.3697116,-0.23344624,-23.83223,-28.649237
355468,9,normal,Normal,Known_Source,-2.7855499,-0.61211205,-55.90464,-14.869048
359612,9,normal,Normal,Known_Source,-2.3816302,-0.20435256,-14.546071,-30.976713
360346,9,normal,Normal,Known_Source,-2.5644903,-0.53329885,-81.69702,-39.085865
361102,9,normal,Normal,Known_Source,-2.4887395,-0.51957965,-39.6779,-33.97502
370487,9,normal,Normal,Known_Source,-2.4150734,-0.113791585,-5.6959977,-30.67876
370863,9,normal,Normal,Known_Source,-2.3925753,-0.21003348,-15.303841,-30.024752
371528,9,normal,Normal,Known_Source,-2.2940857,-0.19092503,11.430035,-25.235884
372229,9,normal,Normal,Known_Source,-2.800078,-0.61604136,-56.032127,-14.919943
373455,9,normal,Normal,Known_Source,-2.349077,-0.26297805,-31.286404,-21.624096
374946,9,normal,Normal,Known_Source,-2.7066576,-0.54328555,-57.37457,-27.25827
379158,9,normal,Normal,Known_Source,-2.7932556,-0.6164,-55.82795,-14.816052
384817,9,normal,Normal,Known_Source,-2.4840598,-0.5818068,-61.237427,-40.41748
384947,9,normal,Normal,Known_Source,-2.3913972,-0.2560408,-11.180052,-30.502161
386611,9,normal,Normal,Known_Source,-2.3117507,-0.21160923,13.862458,-30.81958
395698,9,normal,Normal,Known_Source,-2.484039,-0.5818146,-61.236988,-40.417034
397874,9,normal,Normal,Known_Source,-2.3581529,-0.21535268,-19.94947,-31.350248
400717,9,normal,Normal,Known_Source,-2.381281,-0.21952781,-19.000128,-31.71361
402177,9,normal,Normal,Known_Source,-2.776542,-0.57443136,-18.975847,1.2089587
403540,9,normal,Normal,Known_Source,-2.3979316,-0.1922027,-11.77336,-30.636494
408788,9,normal,Normal,Known_Source,-2.321741,-0.15446877,0.7274946,-22.681686
409590,9,normal,Normal,Known_Source,-2.3904614,-0.29477942,-23.979666,-21.03195
412040,9,normal,Normal,Known_Source,-2.3444097,-0.1474492,-1.1761085,-25.086498
415232,9,normal,Normal,Known_Source,-2.3283691,-0.17147675,5.980361,-20.348066
419679,9,normal,Normal,Known_Source,-2.7573993,-0.56540275,-19.090677,1.17167
419724,9,normal,Normal,Known_Source,-2.7611268,-0.5834913,-40.022297,-52.764343
421473,9,normal,Normal,Known_Source,-2.3753812,-0.22587307,-21.253483,-29.453608
429148,9,normal,Normal,Known_Source,-2.3549683,-0.23045623,-24.763083,-29.251184
434696,9,normal,Normal,Known_Source,-2.4957108,-0.5231896,-42.352497,-29.111948
438514,9,normal,Normal,Known_Source,-2.3586526,-0.22887719,-23.540499,-28.756079
441542,9,normal,Normal,Known_Source,-2.2558424,-0.15220207,4.887913,-29.09697
443012,9,normal,Normal,Known_Source,-2.6602013,-0.44694406,-51.348423,-15.69244
451895,9,normal,Normal,Known_Source,-2.2850063,-0.20981462,13.236151,-31.156334
460930,9,normal,Normal,Known_Source,-2.3041344,-0.18364324,8.899336,-23.72593
461050,9,normal,Normal,Known_Source,-2.354809,-0.23558049,-24.369057,-29.625217
461579,9,normal,Normal,Known_Source,-2.6484964,-0.5314664,-18.757034,1.4287059
463422,9,normal,Normal,Known_Source,-2.3925755,-0.21003348,-15.303866,-30.024746
464753,9,normal,Normal,Known_Source,-2.4857388,-0.5804001,-61.23787,-40.41923
465016,9,normal,Normal,Known_Source,-2.303051,-0.21006349,13.922772,-31.378185
465298,9,normal,Normal,Known_Source,-2.383586,-0.2083514,-15.259085,-31.593079
466154,9,normal,Normal,Known_Source,-2.367327,-0.23407012,-24.432804,-28.881727
466731,9,normal,Normal,Known_Source,-2.344983,-0.15780503,-0.24939483,-23.887896
470892,9,normal,Normal,Known_Source,-2.358647,-0.26494417,-31.126448,-21.39599
471920,9,normal,Normal,Known_Source,-2.389747,-0.20950267,-15.342269,-30.010742
474298,9,normal,Normal,Known_Source,-2.768188,-0.6165111,-54.659767,-14.066827
483894,9,normal,Normal,Known_Source,-2.4163015,-0.24454126,-9.671806,-29.158628
485070,9,normal,Normal,Known_Source,-2.372088,-0.2387307,-25.892403,-27.79214
486444,9,normal,Normal,Known_Source,-2.3477995,-0.23785187,-27.171915,-28.228813
487532,9,normal,Normal,Known_Source,-2.3507922,-0.26457843,-31.33384,-21.441769
495236,9,normal,Normal,Known_Source,-2.2983677,-0.186666,10.862077,-26.144428
497946,9,normal,Normal,Known_Source,-2.3121264,-0.17657156,6.2717175,-22.229074
501404,9,normal,Normal,Known_Source,-2.412944,-0.14644721,-7.3445234,-30.948803
504864,9,normal,Normal,Known_Source,-2.2693415,-0.14411229,4.5319633,-28.881752
506146,9,normal,Normal,Known_Source,-2.9659476,-0.62541604,-19.90254,0.89777374
508417,9,normal,Normal,Known_Source,-2.324663,-0.17663583,9.111216,-22.841618
512783,9,normal,Normal,Known_Source,-2.3654835,-0.22546059,-19.39903,-30.063557
514075,9,normal,Normal,Known_Source,-2.48331,-0.5806274,-61.248222,-40.45971
517088,9,normal,Normal,Known_Source,-2.3841083,-0.2959772,-24.05854,-20.996746
519618,9,normal,Normal,Known_Source,-2.370969,-0.24154834,-26.212198,-27.430555
526028,9,normal,Normal,Known_Source,-2.8944829,-0.5139347,-19.836416,0.9486179
528044,9,normal,Normal,Known_Source,-2.2102091,-0.15572608,4.53061,-28.88059
528362,9,normal,Normal,Known_Source,-2.3822997,-0.23164141,-22.749414,-29.137646
529372,9,normal,Normal,Known_Source,-2.9545562,-0.6255667,-19.886936,0.9001593
531839,9,normal,Normal,Known_Source,5.579238,-4.614477,59.50689,-57.57242
535114,9,normal,Normal,Known_Source,3.4732285,-0.23403698,33.15298,-8.768635
538834,9,normal,Normal,Known_Source,-2.7499752,-0.6042007,-40.020756,-52.810944
540822,6,ftp-patator,Credential,Known_Source,-2.255349,-0.9718093,-6.74152,-78.83316
540829,6,ftp-patator,Credential,Known_Source,-1.978201,0.2944935,-26.55869,37.979927
541063,6,ftp-patator,Credential,Known_Source,-2.2713425,-0.9962227,-20.838793,-87.71454
541068,6,ftp-patator,Credential,Known_Source,-2.2685719,-0.9952658,-18.936583,-87.32043
541203,6,ftp-patator,Credential,Known_Source,-1.9437836,0.4697673,-21.470558,38.40259
541246,6,ftp-patator,Credential,Known_Source,-2.268572,-0.9952657,-18.962366,-87.06375
541362,6,ftp-patator,Credential,Known_Source,-2.2538757,-0.97144777,-10.879443,-75.60272
541384,6,ftp-patator,Credential,Known_Source,-1.9044486,0.45777008,4.350689,30.571026
541386,6,ftp-patator,Credential,Known_Source,-2.268572,-0.9952657,-18.962366,-87.06375
541387,6,ftp-patator,Credential,Known_Source,-2.2558672,-0.971937,1.4065222,-82.85353
541680,6,ftp-patator,Credential,Known_Source,-1.9319335,0.4661168,-13.279745,39.19698
541698,6,ftp-patator,Credential,Known_Source,-1.9262304,0.4639582,-9.50678,39.221565
541788,6,ftp-patator,Credential,Known_Source,-1.8888016,0.450111,9.825062,28.012094
541789,6,ftp-patator,Credential,Known_Source,-2.2541676,-0.9715192,-10.754013,-75.89655
542319,6,ftp-patator,Credential,Known_Source,-2.2557085,-0.9718974,-0.903966,-81.175644
542349,6,ftp-patator,Credential,Known_Source,-2.2551272,-0.9717547,-8.435906,-78.17462
542673,6,ftp-patator,Credential,Known_Source,-2.256461,-0.9720839,3.8231435,-95.09153
542674,6,ftp-patator,Credential,Known_Source,-2.2879655,-1.001965,-20.48516,-89.98127
542711,6,ftp-patator,Credential,Known_Source,-1.9477487,0.47048345,-23.961876,41.110157
542717,6,ftp-patator,Credential,Known_Source,-2.2689846,-0.99540824,-19.43016,-87.22073
542767,6,ftp-patator,Credential,Known_Source,-1.9569823,0.4763127,-27.00819,39.585365
542768,6,ftp-patator,Credential,Known_Source,-1.9580488,0.47254813,-26.564436,41.143883
542782,6,ftp-patator,Credential,Known_Source,-1.9206959,0.45955926,-3.8378592,42.942295
542783,6,ftp-patator,Credential,Known_Source,-2.254893,-0.9716969,-9.241059,-77.634636
542794,6,ftp-patator,Credential,Known_Source,-2.2555237,-0.9718526,-4.7042985,-79.47872
542799,6,ftp-patator,Credential,Known_Source,-2.2515843,-0.9708909,-11.1030445,-74.44236
543062,9,normal,Normal,Known_Source,-1.397702,1.1921625,20.053001,3.3330626
543110,6,ftp-patator,Credential,Known_Source,-1.9025592,0.45276883,8.420561,33.010525
543191,6,ftp-patator,Credential,Known_Source,-2.255707,-0.9718979,-0.90405196,-81.1756
543229,6,ftp-patator,Credential,Known_Source,-1.9399862,0.46800393,-15.657609,35.55258
543341,6,ftp-patator,Credential,Known_Source,-2.2562437,-0.97202915,4.42942,-89.72732
543397,6,ftp-patator,Credential,Known_Source,-1.9601825,0.479144,-27.601515,39.47455
543398,6,ftp-patator,Credential,Known_Source,-1.959644,0.47948325,-27.57699,39.38874
543402,6,ftp-patator,Credential,Known_Source,-1.9100183,0.45799536,3.0974758,34.19247
543409,6,ftp-patator,Credential,Known_Source,-2.2555544,-0.9718598,-4.361965,-79.58943
543453,6,ftp-patator,Credential,Known_Source,-2.255966,-0.97196156,2.9406462,-84.78037
543493,6,ftp-patator,Credential,Known_Source,-1.9339232,0.46626946,-16.034256,39.86602
543496,6,ftp-patator,Credential,Known_Source,-1.9035114,0.4652095,3.3557067,30.400822
543497,6,ftp-patator,Credential,Known_Source,-2.2561722,-0.97201186,4.28332,-88.5527
543548,6,ftp-patator,Credential,Known_Source,-2.2561712,-0.9720121,4.283324,-88.55272
543552,6,ftp-patator,Credential,Known_Source,-1.9565388,0.47683463,-27.18089,39.431915
543555,6,ftp-patator,Credential,Known_Source,-2.2559676,-0.971961,2.9399037,-84.78108
543622,6,ftp-patator,Credential,Known_Source,-2.2571962,-0.97226405,-11.859388,-108.289
543734,6,ftp-patator,Credential,Known_Source,-2.257421,-0.97232026,-14.174321,-108.81106
543737,6,ftp-patator,Credential,Known_Source,-2.2573307,-0.97229725,-13.508529,-108.694336
543740,6,ftp-patator,Credential,Known_Source,-1.91843,0.46016663,-1.918494,40.95893
543808,6,ftp-patator,Credential,Known_Source,-2.5594566,-1.0957688,-47.332005,-87.36905
543983,6,ftp-patator,Credential,Known_Source,-2.481888,-1.0689675,-37.81003,-102.990326
543992,6,ftp-patator,Credential,Known_Source,-1.9362478,0.46663347,-15.038467,37.18208
544039,6,ftp-patator,Credential,Known_Source,-1.9484562,0.47166255,-24.102537,40.267464
544148,6,ftp-patator,Credential,Known_Source,-2.2628672,-0.9932959,-16.995321,-86.68399
544183,6,ftp-patator,Credential,Known_Source,-1.9242011,0.46328786,-7.2002687,38.425823
544186,6,ftp-patator,Credential,Known_Source,-1.9191931,0.45893255,-2.8612156,42.271793
544243,6,ftp-patator,Credential,Known_Source,-2.2559347,-0.97195286,2.587966,-84.26784
544247,6,ftp-patator,Credential,Known_Source,-2.2559674,-0.9719611,2.9405828,-84.78032
544284,6,ftp-patator,Credential,Known_Source,-2.256137,-0.9720033,4.165629,-88.02851
544304,6,ftp-patator,Credential,Known_Source,-1.9296792,0.46411097,-11.452592,40.803654
544315,6,ftp-patator,Credential,Known_Source,-2.2549694,-0.97171587,-9.058143,-77.79797
544334,6,ftp-patator,Credential,Known_Source,-1.9058608,0.45435885,5.816264,35.155643
544356,6,ftp-patator,Credential,Known_Source,-1.8955477,0.4514778,9.36754,30.296791
544359,6,ftp-patator,Credential,Known_Source,-2.256243,-0.97202927,4.42941,-89.72718
544364,6,ftp-patator,Credential,Known_Source,-2.5594566,-1.0957689,-37.15378,-80.289856
544423,6,ftp-patator,Credential,Known_Source,-2.2561727,-0.9720116,4.2833366,-88.55278
544429,6,ftp-patator,Credential,Known_Source,-2.481888,-1.0689675,-37.78696,-103.44125
544510,6,ftp-patator,Credential,Known_Source,-1.9060817,0.45506215,5.6421094,36.436962
544583,6,ftp-patator,Credential,Known_Source,-2.2563517,-0.9720559,4.411887,-91.96764
544589,6,ftp-patator,Credential,Known_Source,-1.927066,0.46380237,-9.286983,40.546272
544667,6,ftp-patator,Credential,Known_Source,-1.9316107,0.46550956,-13.059175,39.51847
544702,6,ftp-patator,Credential,Known_Source,-2.2549946,-0.9717225,-8.981035,-77.85318
544708,6,ftp-patator,Credential,Known_Source,-2.257022,-0.97222155,-8.539008,-107.2012
544728,6,ftp-patator,Credential,Known_Source,-1.9243711,0.46451628,-7.9507236,37.452618
544747,6,ftp-patator,Credential,Known_Source,-2.2574682,-0.97233146,-14.457176,-108.840675
544750,6,ftp-patator,Credential,Known_Source,-1.9158715,0.46075368,-1.6745906,36.664337
544764,6,ftp-patator,Credential,Known_Source,-2.255836,-0.9719288,0.93657005,-82.371826
544780,6,ftp-patator,Credential,Known_Source,-1.9023567,0.45449314,6.728026,32.890556
544821,6,ftp-patator,Credential,Known_Source,-2.268176,-0.99512905,-18.463402,-87.26628
544835,6,ftp-patator,Credential,Known_Source,-1.8979994,0.45371875,6.962861,30.636265
544862,6,ftp-patator,Credential,Known_Source,-1.9142984,0.4570777,2.6224356,35.76838
544865,6,ftp-patator,Credential,Known_Source,-2.5594566,-1.0957689,-37.277855,-80.67549
544888,6,ftp-patator,Credential,Known_Source,-3.1800048,-1.3101797,-98.60912,-28.715485
544924,6,ftp-patator,Credential,Known_Source,-2.5594566,-1.0957688,-46.74066,-87.130905
544925,6,ftp-patator,Credential,Known_Source,-1.9051571,0.45419818,5.907493,34.918922
544955,6,ftp-patator,Credential,Known_Source,-2.2554657,-0.9718377,-5.402337,-79.261375
544966,6,ftp-patator,Credential,Known_Source,-1.893859,0.45269898,8.2323475,29.098976
545005,6,ftp-patator,Credential,Known_Source,-1.8989736,0.45184624,8.738797,30.999065
545021,6,ftp-patator,Credential,Known_Source,-1.8979987,0.45613688,5.68633,30.395025
545073,6,ftp-patator,Credential,Known_Source,-2.2536085,-0.971383,-10.997306,-75.27525
545078,6,ftp-patator,Credential,Known_Source,-1.9291809,0.46607658,-11.556081,36.35286
545087,6,ftp-patator,Credential,Known_Source,-2.268176,-0.99512905,-18.508648,-86.967766
545097,6,ftp-patator,Credential,Known_Source,-2.257022,-0.97222155,-8.539064,-107.20121
545110,6,ftp-patator,Credential,Known_Source,-2.2566547,-0.9721307,-0.4757013,-102.3404
545129,6,ftp-patator,Credential,Known_Source,-1.9225632,0.46337926,-7.3351965,36.760525
545203,6,ftp-patator,Credential,Known_Source,-1.9332521,0.4649208,-14.64843,37.216984
545259,6,ftp-patator,Credential,Known_Source,-2.2542508,-0.9715391,-10.714867,-75.96511
545271,6,ftp-patator,Credential,Known_Source,-2.2967095,-0.92188174,27.697613,-33.166973
545272,6,ftp-patator,Credential,Known_Source,-2.5594566,-1.0957689,-37.816376,-80.261024
545356,6,ftp-patator,Credential,Known_Source,-1.9153554,0.4626262,-3.4549727,35.10499
545463,6,ftp-patator,Credential,Known_Source,-2.2565374,-0.9721024,3.115818,-97.23544
545601,6,ftp-patator,Credential,Known_Source,-1.9347752,0.4680396,-17.257584,38.773666
545772,6,ftp-patator,Credential,Known_Source,-2.255868,-0.9719369,1.406595,-82.85361
545775,6,ftp-patator,Credential,Known_Source,-1.9148821,0.45891267,0.28147623,38.747257
545915,6,ftp-patator,Credential,Known_Source,-2.5594566,-1.0957688,-47.333805,-87.370186
546067,6,ftp-patator,Credential,Known_Source,-1.9333025,0.46631804,-14.346727,39.608868
546071,6,ftp-patator,Credential,Known_Source,-2.2561731,-0.97201157,4.283271,-88.55245
546076,6,ftp-patator,Credential,Known_Source,-1.9018602,0.45421946,6.8561125,32.80886
546084,6,ftp-patator,Credential,Known_Source,-2.2558665,-0.9719373,1.4065276,-82.85354
546166,6,ftp-patator,Credential,Known_Source,-1.9234346,0.46169755,-6.010431,41.482784
546406,6,ftp-patator,Credential,Known_Source,-1.9273816,0.4645322,-9.711813,38.906555
546407,6,ftp-patator,Credential,Known_Source,-1.9238421,0.46879137,-7.455746,34.656937
546437,6,ftp-patator,Credential,Known_Source,-2.2565768,-0.97211164,2.6999028,-98.14984
546438,6,ftp-patator,Credential,Known_Source,-2.265801,-0.9943089,-17.422848,-86.831116
546462,6,ftp-patator,Credential,Known_Source,-1.9192249,0.46152213,-3.382409,38.304848
546486,6,ftp-patator,Credential,Known_Source,-2.2566931,-0.97214067,-0.9930447,-102.887825
546519,6,ftp-patator,Credential,Known_Source,-1.9235114,0.46224043,-6.887673,42.260475
546592,6,ftp-patator,Credential,Known_Source,-1.9285917,0.47021577,-7.7225556,34.545868
546647,6,ftp-patator,Credential,Known_Source,-2.268176,-0.99512905,-18.508648,-86.967766
546756,6,ftp-patator,Credential,Known_Source,-1.8996238,0.45663095,5.6325016,30.73023
546757,6,ftp-patator,Credential,Known_Source,-1.8999397,0.4549233,6.30656,31.537172
546854,6,ftp-patator,Credential,Known_Source,-2.2561731,-0.97201157,4.2832766,-88.552475
546936,6,ftp-patator,Credential,Known_Source,-2.2559006,-0.9719449,1.9943672,-83.53072
546940,6,ftp-patator,Credential,Known_Source,-1.9430662,0.47052383,-22.037897,39.65014
